disaster,description,url
Angola: Floods - Nov 2023,"Five days of cumulative heavy rains were witnessed in Angola which brought significant floods on 30th November. According to the Angolan Civil Protection and Fire service (SPCB) preliminary data, estimates 30 deaths, 5,292 affected households (26,460 people). Besides, 10,895 households have seen their crops under water. In total, 15 of the 18 provinces are affected, with the most critical being Luanda, Huambo, Bie, Malanje and Cuanza Norte. The Government continues with assessments at country level. (IFRC, 15 Dec 2023)",https://reliefweb.int/disaster/fl-2023-000249-ago
Dominican Republic: Floods and Landslides - Nov 2023,"Since 17 November, a tropical depression has been bringing heavy rainfall, flooding and landslides to the Dominican Republic. According to the country’s Emergency Operations Centre, the extreme weather has left at least 21 people dead and forced more than 13,000 people to evacuate. At least 15 electricity circuits and 115 aqueducts have been affected, causing disruptions in electricity service for more than 150,000 people and water service for some 1.8 million people. The National Institute of Drinking Water and Sewage and EDESUR are working to restore their respective services in the affected areas.According to preliminary reports, more than 1,500 homes, 6 roads and 5 bridges have been affected. Some 19 communities remain cut off due to the overflow of rivers. Fourteen provinces (Pedernales, San Juan, Barahona, Azua, San José de Ocoa, Bahoruco, Independencia, Elías Piña, San Cristóbal, Peravia, Sánchez Ramírez, El Distrito Nacional, Santo Domingo and Duarte) across the country remain at a red alert level due to the risk of further flooding and landslides. Heavy rainfall is forecast to continue through until 20 November. (OCHA, 20 Nov 2023)As of 21 November, severe rains and subsequent flooding have left 24 people dead, displaced nearly 18,000 people, affected 3,500 homes, and cut off some 45 communities. About 1.1 million people are still without access to safe water. [...]  The UN is also helping the Ministry of Health with the procurement of 50,000 cholera vaccine doses after authorities detected 16 cases, 12 among Haitian migrants. There are concerns that damages to water management systems may aggravate an ongoing dengue outbreak that has led to 12,000 cases so far in 2023. (OCHA, 27 Nov 2023)According to [information from 22 November], 7,412 homes were affected, 14 partially affected and 22 were destroyed. At least 37,060 people were displaced to safe areas and 55 communities are isolated. A total of 4 shelters were opened, housing 158 people, and 59 water services were affected, of which 55 are inoperable. (PAHO, 28 Nov 2023)Almost three weeks after intense rainfall and flooding hit the Dominican Republic on 17 and 18 November, a Damage and Needs Assessment conducted in North Santo Domingo and the province of Duarte indicates that populations in the most affected communities require food, clean water, hygiene and sanitation supplies, medicines, and the repair or reconstruction of homes.According to estimations from the government’s social protection system (SIUBEN), the flooding affected at least 340,000 people in the provinces of Duarte, Santo Domingo, San José de Ocoa, Barahona, Bahoruco, San Juan de la Maguana, Sánchez Ramírez, Peravia, Azua, Distrito Nacional and San Cristóbal. Some 34 people died, 37,000 were displaced and approximately 7,412 homes were severely damaged. Around 61 per cent of damaged homes were in the province of Duarte, while 13 per cent were in Distrito Nacional and the Santo Domingo province. The agricultural sector also faced significant losses, with extensive damage to crops, greenhouses, and livestock, affecting over 7,000 producers in various provinces. President Luis Abinader estimated the damages to exceed US$460 million (excluding the Ministry of Public Works and Communications' budget).In the aftermath of the rains, ongoing health crises have continued to escalate. There has been an alarming surge of dengue, with 17,360 suspected cases, including 128 severe cases and 19 deaths this year. Additionally, a confirmed cholera outbreak in Barahona, heavily impacted by the floods, reported 29 cases, contributing to the overall national count of 1,109 suspected cases, 115 confirmed cases, and one death. The widespread impact of the event highlights the vulnerabilities of the country and the need to strengthen capacities to prevent, prepare and respond effectively. (OCHA, 11 Dec 2023)On 21 December 2023, the Emergency Operation Center of Dominican Republic (COE per its acronym in Spanish) published information about the heavy rains in the country. A total of 4 provinces are in yellow alert due to the flooding (3 decrease since the 20 December report). The heavy rains have affected 36 water distribution services and 400,133 people are without potable water (93,847 increase). (PAHO, 22 Dec 2023)",https://reliefweb.int/disaster/fl-2023-000236-dom
Tanzania: Floods - Nov 2023,"Heavy rainfall has been affecting northern Tanzania, in particular the Arusha Region, bordering with southern Kenya since late October, causing floods, flash floods and rivers overflow that have resulted casualties and damage. Media report, as of 16 November, ten fatalities, approximately 90 displaced families and a number of damaged houses and bridges across the Arusha District, Arusha Region. The worst affected villages and neighbourhoods in Arusha District are Muriet, Terrat, Elerai, Morombo, Lolovono and Ngarenaro. Over the next 24 hours, more heavy rainfall with locally very heavy rainfall is forecast over most of the country. (ECHO, 16 Nov 2023)The latest update received from local government, shared on 13 November, reported more than 10,090 people, or 2,018 households suffered floods and landslide are affected with 12 deaths reported, 1,245 houses completely destroyed, and 1,074 latrines collapsed. The figures are likely to increase given the difficult access to most of the affected areas due to water levels. People in these affected areas have been evacuated to earlier mapped out safer areas. However, they have limited access to basic services. (IFRC, 23 Nov 2023)Heavy rainfall has been affecting northern, western and eastern Tanzania since mid-October due to the so-termed short rainy season that lasts from October to December causing floods, flash floods, rivers overflow and triggering landslides that have resulted in more casualties and widespread damage. The worst affected are the Arusha Region in the north bordering with southern Kenya, the Kigoma and Kagera Regions in the west bordering with Rwanda and Burundi and the Coast Region as well as the Zanzibar Island in the east. Also Dar es Salaam, the main city of the country was severely affected.ECHO, 24 Nov 2023Heavy rainfall has been affecting northern Tanzania, in particular the Manyara Region, since 2 December, causing severe floods and triggering several landslides that have resulted in casualties and widespread damage. Media report, as of 4 December, 47 fatalities and 85 injured people in the Katesh Town area, north of the Capital Dodoma, Hanang District, western Manyara Region, mainly due to landslides occurred on 2-3 December. In addition, media also reports an unconfirmed number of damaged houses and several blocked roads across the affected area. Over the next 96 hours, more heavy rainfall with locally very heavy rainfall is still forecast over the whole country. (ECHO, 4 Dec 2023)Heavy rainfall affected northern Tanzania, in particular the Manyara Region, over the period from 2 to 6 December, causing severe floods, flash floods and triggering several landslides that have resulted in more casualties and widespread damage. Local media report, as of 7 December, 69 fatalities and nearly 120 injured people in the Katesh Town area, north of the Capital Dodoma, Hanang District, western Manyara Region, mainly due to landslides occurred on 2-3 December. In addition, media also reports a total of approximately 1,150 damaged houses across the affected area. Over the next 96 hours, more heavy rainfall with locally very heavy rainfall is still forecast over the whole country. (ECHO, 7 Dec 2023)",https://reliefweb.int/disaster/fl-2023-000241-tza
Ethiopia: Floods - Nov 2023,"Heavy rainfall has been affecting southern and eastern Ethiopia, in particular the Somali Region, since early November, causing floods, flash floods and the overflow of some rivers, particularly the Genale River, that have resulted in casualties and damage. Media reports, as of 7 November, 20 fatalities and more than 12,000 displaced families across the Somali Region. In addition, several bridges collapsed and some roads have been damaged across the affected area. Over the next 24 hours, more heavy rainfall with locally very heavy rainfall is forecast over the whole Somali Region. (ECHO, 7 Nov 2023)Over 760,000 people in Ethiopia affected due to heavy rains, floods and landslides and 43 killed.  Only 8 per cent of over 611,000 affected people in
Somali region reached; many flood areas remain inaccessible and hard-to-reach as multiple routes and bridges are damaged. (OCHA, 15 Nov 2023)About 1.5 million people have been affected by the El Niño induced floods during the deyr/hageya (October to December) rain season in the south and southeastern parts of Ethiopia including Somali, South Ethiopia, South West Ethiopia and Oromia regions, as well as in Afar, Amhara and Gambela regions. As of 6 December, 60 human fatalities have been reported, and over 616,000 people who remain displaced need emergency shelter or are living in public infrastructures such as in schools, many of which have been damaged. (OCHA, 18 Dec 2023)",https://reliefweb.int/disaster/fl-2023-000229-eth
Colombia: Floods - Oct 2023,"Since 30 October, there have been heavy and prolonged rains outside the normal range in the Colombian Caribbean, affecting the north of the country, especially in the coastal area, with greater intensity in the departments of La Guajira, Bolivar, Magdalena and Atlántico. According to the National Unit for Risk and Disaster Management (UNGRD), because of the rains, there have been multiple floods, landslides, communication problems and families affected by the effects of the Atmospheric Disturbance (AL97), which is a climatic instability that alters atmospheric conditions and causes strong winds and rainfall ... According to the reports consolidated by the regional offices, around 13,696 families (41,088 people) were affected by the emergency, with damage to their homes, limited access to drinking water and livelihoods affected. Of these, 600 families are in the department of Atlántico, 10,200 families in the department of Bolívar and 2,896 families in the department of Magdalena. (IFRC, 18 Nov 2023)",https://reliefweb.int/disaster/fl-2023-000232-col
Paraguay: Floods - Oct 2023,"Between October 30 to November 4, 2023, the regions of Misiones, Itapúa, Ñeembucú, and Alto Paraná in Paraguay experienced a devastating flood caused by heavy rains and the overflowing of the Paraná River. This unprecedented crisis resulted from intense rainfall in the eastern region of the country and the opening of the Yacyretá dam. As a result, the Paraná River, usually measuring 1.50 meters, surged to an astonishing 6.3 meters, leading to widespread inundation in the affected cities. [...] Severe weather events in Paraguay's central and eastern regions have resulted in more than 7,000 families (35,000 people) affected across the country. [...] More than 3,000 families (15,000 people) are in need of immediate humanitarian assistance as they contend with the flooding crisis. (IFRC, 10 Nov 2023)On 15 November 2023, the Ministry of Health of Paraguay published information on the heavy rains in the country. According to the information, 5 departments and 17 districts were affected by the rising waters caused by the heavy rains in the country. [...] To date, a total of 1,281 medical interventions have been conducted, 19 people were injured and 6 deaths were reported. The Government opened 25 shelters. (PAHO, 17 Nov 2023)",https://reliefweb.int/disaster/fl-2023-000217-pry
Burundi: Floods and Landslides - Oct 2023,"Intense rainfall of 26 to 27 October resulting in strong winds and floods that affected Cibitoke. Other floods were reported earlier but from assessment done by NS on 2 November, Cibitoke remains the most affected so far. 1,590 people are identified as affected in the communes of Buganda, Murwi and Rugombo in Cibitoke. In the province and more precisely in the three communes, following the landslides recorded and floods that impacted Cibitoke, hundreds of households are displaced and have found refuge in host households. [...] From cumulative incident reports, since October 2023, some provinces have started facing heavy rain with strong winds which caused the following damages. Since October, localized floods in Makamba, Ngozi, Cibitoke led to 7 dead, 34 persons injured. Multiple events of strong winds, landslides and flooding from early October have made 4456 affected people and damaged infrastructures. However, the worst affected areas for now remain Cibitoke. (IFRC, 20 Nov 2023)The situation evolved from October to December as predicted by weather forecasts; Bujumbura faced additional flooding, affecting the 4 communes of Bujumbura Mairie. Currently, 7,722 people are affected in Bujumbura Mairie following the heavy rains that fell on the night of December 26 to 27, 2023. 4 areas are affected, namely Kinama, Buterere, Musaga and Kanyosha, but the most affected is Buterere, with a total of 5,574 people affected. These rains also caused the displacement of 900 people, the destruction of 1,287 houses, the displacement left several injured and one dead. All these households are with host families. The president of the national platform for risk prevention and disaster management asked for help from Burundi Red Cross of in order to provide assistance to these people in distress. (IFRC, 18 Jan 2024)Due to the intense rainfall associated with the El Niño phenomenon, the water level of Lake Tanganyika surged, leading to flooding in communities across 39 hills in 9 communes of Bujumbura (Mutimbuzi and Kabezi communes), Mairie Province (Muha, Mukaza, and Ntahangwa communes), Rumonge Province (Muhuta, Bugarama, and Rumonge communes), and Makamba Province (Nyanza Lac commune). This event exacerbated the ongoing flood and landslide operations in Cibitoke and Bujumbura Mairie, affecting areas like Murwi, Buganda, and Rugombo in Cibutoke Province, as well as Kinama, Kanyosha, and Buterere in Bujumbura Mairie. Since March 12, 2024, the water level of Lake Tanganyika has risen by 776.76 meters, exceeding the normal level by 1.76 meters, marking the most severe increase in sixty years. In recent days, local residents have had to halt their activities, with some forced to evacuate as the lake continues to encroach upon inhabited areas. The rising waters of Lake Tanganyika have impacted 10 communes across 4 provinces, affecting all households in the vicinity. Currently, 162,356 people are at high risk, while 66,391 individuals are already in need of assistance. Comparing the current rise in water levels to those of 2021, observations suggest an increase of approximately 100cm. The Ministry of Environment and Agriculture has advised residents in affected areas to relocate to safer, non-flooded zones.(IFRC, 1 Apr 2024)",https://reliefweb.int/disaster/fl-2023-000231-bdi
Tropical Cyclone Tej - Oct 2023,"The eye of the cyclonic storm “Tej” made landfall on the eastern Yemeni coast overnight between 23 and 24 October, and moved towards the eastern regions of Hadramawt Governorate. As a result, Socotra and Al Maharah experienced heavy rainfalls and torrential showers, leading to multiple blocked roads in several areas ... According to the emergency operations room in Socotra, over 500 houses were either fully or partially damaged, resulting in loss of personal assets for some households (HHs). According to local partners, 192 HHs were displaced, including 30 HHs in Nawjed area of Hadibu District, and 162 HHs in Qalansiyah wa Abd Al Kuri District, in which some of the displaced individuals are residing in schools or with their relatives ... In Al Maharah Governorate, flooding was reported in Al Ghaydah, Hasswin, Qishn, Sayhut, Al Masilah, Hawf and Shehin districts, with the sea water reaching high levels. Electricity was reportedly cut off in most districts, and telecommunications were disconnected. Electricity is still cut in some areas, and telecommunications is back in Al Ghayda. (OCHA, 25 Oct 2023)Between 23 and 25 October 2023, IOM Yemen DTM tracked 3,689 households (22,134 individuals) displaced due to Cyclone Tej which made landfall in Al Maharah governorate on 22 October. Most people moved into/within the following governorates and districts: Al Maharah (3,384 HHs) – Haswin (1,815 HHs), Al Ghaydhah (1,123 HHs), Al Masilah (210 HHs) districts. All displacements in the governorate were internal.  Hadramawt (305 HHs) – Ar Raydah wa Qussayar (305 HHs) district. All displacements in the governorate were internal. The cyclone brought heavy rains and strong winds, which caused flooding and damage to infrastructure. (IOM, 27 Oct 2023)The Meteorological Department of the Ministry of Agriculture in Somaliland issued a weather forecast for moderate to heavy rains and flash floods in the state from 24 to 31 October, mainly affecting the western regions of Woqoyi Galbeed and Awdal, and Togdheer region. The officials have warned of heavy rains in Somaliland due to the likely impact of tropical cyclone “Tej”, which has reportedly developed in the Indian Ocean in the past few days and headed to Oman and Yemen. On 26 October, heavy rains in the port town of Berbera flooded many buildings and caused waterlogging in some areas. The Mayor of Berbera warned people in old buildings in the town to move to safer buildings. The Metrological Department has advised people living in low-lying areas and valleys to remain vigilant and called on fishermen to remove their fishing vessels and gear from the sea to avoid losses. The coastal areas in Somaliland are prone to the impact of infrequent cyclones in the Indian Ocean, with the last cyclone 'Sagar’ reported in 2018. At least 52 people reportedly died and widespread destruction was reported, particularly in Lughaya, and Zaylac districts in Awdal Region, due to “Sagar” (OCHA, 28 Oct 2023)The scale of Tij's impact is evident in the following statistics: Over 15,939 people were displaced; Over 400 homes were destroyed; and Over 5,000 hectares of crops were damaged. [...] Livelihoods and well-being were signicantly impacted in the affected region, and the affected families are facing psychological pressures and are in need of initial psychological support. In addition, the infrastructure as water sources and water networks were affected, and electricity and communications were disrupted. [...] Additionally, there are over 20 camps for displaced people in the region that were also impacted, and particularly vulnerable due to the existing conditions. Moreover, some individuals are living in mud houses, including elderly people, pregnant women, children, and people with special needs. These individuals face unique challenges and are more susceptible to the negative impacts of natural disasters like Cyclone Tij. (IFRC, 4 Nov 2023)In the aftermath of the cyclone, over 18,000 households are estimated to be affected, mainly in Al Maharah, followed by Hadramawt and Socotra governorates. Civilian homes and public infrastructure, including healthcare facilities and water networks, remain significantly damaged.  Thousands of displaced families who were temporarily residing in collective centres have moved to hotels, are staying with their relatives, or have returned to their houses that were partially damaged. However, some preexisting IDP sites were significantly damaged in Al Maharah and Hadramawt, affecting more than 400 households (HHs). (OCHA, 5 Nov 2023)",https://reliefweb.int/disaster/tc-2023-000212-yem
Kenya: Floods - Oct 2023,"Heavy rainfall has been affecting eastern Kenya (in particular Mandera County, the north-easternmost county of the country, bordering with Ethiopia and Somalia) since 2 November, causing floods and rivers overflow (particularly the Dawa River) that have resulted in casualties and damage. Media report, as of 6 November, five fatalities across Mandera County, of which three in the Mandera South Constituency. In addition, media also report more than 1,800 displaced families, nearly 5,000 affected houses and a total of over 4,900 affected people throughout the county. Over the next 72 hours, more heavy rainfall with locally very heavy rainfall is forecast over most of the country, including the already affected Mandera County. (ECHO, 6 Nov 2023)The third and fourth weeks of October marked the beginning of the rainy season (October – December) characterized by heavy storms that caused flooding, particularly along the Coastal strip, in some areas of the Central Highlands, Southeast lowlands and several areas of Northwest and Northeastern Kenya. Nearly 6,000 households (nearly 36,000 people) have been displaced and 17 people have died, over a thousand livestock and 221 acres of agricultural farmland have been lost as of 5 November, according to initial reports. Cumulatively, nearly 10,230 households (61,380 people) have been affected since the start of the rainy season. These numbers are expected to spike as more rainfall is forecast. (OCHA, 8 Nov 2023)More than 60 people have died and an estimated 136,025 people (27,205 households) displaced due to flooding in the country as of 19 November, according to authorities. The areas most affected to date are in the northeast including Garissa, Mandera and Wajir. Humanitarian partners are working with the Government to respond to the floods and have so far reached some 950,000 people with food assistance in affected counties. (OCHA, 21 Nov 2023)Heavy rainfall continues to affect most of Kenya and the wider Horn of Africa region, causing rivers to overflow, floods, flash floods and triggering landslides that have resulted in more casualties and widespread damage. 36 counties are affected (out of 47 throughout the whole Kenya) whereas the worst affected are the eastern and north-eastern ones, bordering with Somalia and Ethiopia, respectively. The Kenya Red Cross Society (KRCS), as of 24 November, a total of 71 fatalities, over 45,000 displaced and a total of nearly 95,800 affected families throughout Kenya. In addition, KRCS also reports thousands of destroyed houses and several destroyed and flooded schools and hospitals across the affected counties.ECHO, 27 Nov 2023",https://reliefweb.int/disaster/fl-2023-000216-ken
Ghana: Floods - Oct 2023,"Floods have been affecting south-eastern Ghana since 13 October, caused by the Akosombo Dam overflow in the River Volta, resulting in casualties and damage. According to media, as of 13 October, seven people have been injured and more than 4,000 people have been displaced in the downstream of the Akosombo Dam, in particular in Volta Region. In addition, media report that essential services such as access to water and electricity are disrupted. (ECHO, 16 Oct 2023)More than 26,000 people have been displaced so far by floods in south-eastern Ghana, according to national authorities. High water levels in the Akosombo reservoir led the Volta River Authority to start a controlled spillage process of the Akosombo and Kpong hydroelectric dams on 15 September 2023, which is still ongoing. The flooding has created a humanitarian challenge downstream in several communities in parts of the Volta, Eastern and Greater Accra regions. (OCHA, 18 Oct 2023)The Volta Region in Ghana has experienced heavy rains and high inflows of water to the Akosombo and Kpong dam reservoir, leading to severe flooding that has displaced 30,000 people in 8 districts. Infrastructure, crops, and shelters have been damaged, and access to essential services has been disrupted. (IOM, 27 November 2023)[...] Initial inter-agency assessment led by NADMO on the consecutive floods in Volta region revealed on 26 October, 35,857 people in total are already affected in the region. Following the situation, the local authorities requested the assistance of Red Cross on 30 October. The WFP observatory latest report of 24 October 2023 had estimated that 465,180 people are leaving in the flooded locations 45,326 hectares of flooded cropland areas. [...] Women, Children and the elderly less likely to cope in situation of stress due to displacements and living in crowded areas in the evacuation centers are the most vulnerable. [...] Patients in health facilities have also been affected and forced to locate to other facilities, thereby increasing the stress on existing facilities. (IFRC, 7 Nov 2023)",https://reliefweb.int/disaster/fl-2023-000215-gha
