disaster,description,url
Philippines: Floods and Landslides - Aug 2016,"Heavy rains and flooding caused by the southwest monsoon combined with a low-pressure weather front, forced over 260,000 people to flee their homes in the Philippines last weekend August 13-14. The intense monsoon rains affected six regions of the country, mostly in Luzon, triggering flooding as well as landslides in some parts of Rizal province and Northern Luzon...Days after the torrential rains, close to 18,000 people remain housed in 77 designated evacuation centres across the country. On August 17, Dagupan, a city 200 km north of Manila declared a state of calamity, following a city-wide flooding. (IFRC, 18 Aug 2016)Since 8 August 2016, the southwest monsoon has been affecting Luzon and Western Visayas. As of 22 August, 275,915 families (about 1,263,098 persons) in Regions I, III, Calabarzon, VI, NCR and CAR have been affected. A total of 60 evacuation centres are currently hosting 1,106 families (5,479 persons). 23 people are reported dead with 12 injured and three missing. (Gov't of Philippines, 22 Aug 2016)On 14 September, Typhoon Meranti (locally named Ferdie) exited the Philippine Area of Responsibility. As of 17 September, some 2,700 families (10,300 people) have been affected in the provinces of Batanes, Cagayan, and llocos Norte. In Batanes, 292 houses were destroyed and 932 houses partially damaged. Local authorities are continuing to provide aid to families affected by the typhoon.  (OCHA, 19 Sept 2016)The Southwest Monsoon aggravated by Typhoon Helen brought heavy rains that caused flooding in 3 municipalities in the province of Bulacan. Heavy rains caused landslides in Brgy. Namnam in San Fernando, Bukidnon. (ASEAN, 2 Oct 2016)In Maguindanao, heavy rains caused flooding on 13 October. This affected 5,890 families (29,450 people) in the municipalities of Datu Montawal (Pagagawan), Pagalungan and Sultan Mastura. Local authorities provided assistance to the families affected by the flooding. (OCHA, 17 Oct 2016)On 19 October,Category 4 Typhoon Haima(locally named Lawin) made landfall in Cagayan province. After landfall, the storm left a broad path of debris, causing flooding and landslides, and damaging about 46,000 houses. As of 24 October, authorities have confirmed eight fatalities and approximately 159,000 people remain displaced (38,000 people are staying inside evacuation centres and 121,000 people outside of evacuation centres). The Government is leading the humanitarian response and has declined an offer of international assistance. (OCHA, 24 Oct 2016)As of 28 October, nearly 31,000 people remained displaced in Region III and Cordillera Administrative Region as a result of Typhoon Haima (4,000 people are in 20 evacuation centres and 27,000 are hosted by relatives and friends). Around 192,000 houses have been damaged, mostly in Cagayan and Isabela provinces. The Government, local and international NGOs are providing assistance to the affected communities. (OCHA, 31 Oct 2016)On 3 November, flash floods in the municipality of Isabel, Leyte province, affected more than 3,000 people, and on 6 November, flash floods in Sultan Kudarat province, Mindanao, affected over 19,000 people with hundreds of people displaced to evacuation centres. (OCHA, 7 Nov 2016)By 16 November, at least 1.5 million people were negatively affected by Typhoons Sarika and Haima, mainly concentrated in Ilocos Region, Cagayan Valley, Central Luzon and CAR. Large numbers of people were still living in temporary shelters and relying on humanitarian support. Most of the population affected by the typhoons is critically dependent on agriculture for their livelihoods and many are vulnerable to food insecurity. Overall, more than 170 000 farmers were negatively affected. It is critical that affected farmers receive appropriate and timely agricultural assistance, including rice and maize seeds for planting of the 2016/17 secondary season crops, irrigation tools, fertilizers for rice and maize crops, as well as, equipment for planting and harvesting, together with the provision of storage facilities. (FAO, 16 Nov 2016)Heavy rain caused floods and landslides in several parts of the country in late November. Approximately 133 mm of rain was recorded s in Iba (Zambales province, Central Luzon) over 27-28 November. As of 28 November early morning (UTC), national authorities reported that more than 14,300 people were affected, more than 12,400 evacuated and 16 homes damaged throughout the regions of Mimaropa, Eastern, Western and Central Visayas as well as Northern Mindanao. (ECHO, 28 Nov 2016)As of 8 December, 3,500 families were displaced in Dipolog City and Polanco town in Region IX, due to flash floods. All families were staying in 25 evacuation centres. The government has distributed food packs to affected families. (OCHA, 12 Dec 2016)",https://reliefweb.int/disaster/fl-2016-000084-phl
Viet Nam: Floods and Landslides - Aug 2016,"Heavy rain has continued to affect Vietnam, specially the northern areas, causing floods and landslides. National authorities reported at least seven people dead and 101 houses damaged. Heavy rains were expected to continue due to the passage of a Tropical Storm. (ECHO, 17 Aug 2016)Tropical Storm ‘Dianmu’, which made landfall on August 19th, triggered floods and landslides in Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh and Than Hoa provinces. As of August 22nd, more than nine people were reported to have died and 1,341 houses were inundated.(ASEAN, 25 Aug 2016)From 03 - 09 October, floods inundated 800 houses in Bac Binh District, Binh Thuan Province, prompting evacuation and assistance from local authorities. (ASEAN, 09 Oct 2016)Heavy rainfall from the remnants of Tropical Cyclone AERE, which affected the country on 13-14 October, as well as by the NW Monsoon has caused extended flooding in central Vietnam. As of 16 October, local media reported 24 people killed and nine missing, with 18 of the fatalities in Quang Binh. International media reported 70 000 houses damaged by floods in Quang Binh and another 25 000 in Ha Tinh, as well as extended damage to crops. (ECHO, 17 Oct 2016)As of 18 October, the country's Department of Natural Disaster Prevention and Control reported that 34 people had died, with 131,878 houses affected by floods. (IFRC, 27 Oct 2016)On 20 October, flooding due to tropical depressions Aere and Sarika affected more than 131,000 households and temporarily displaced about 1,800 households in central Viet Nam. While local media reported that flood waters were receding, initial damage assessments indicateed significant damage to agricultural land and livestock with impacts for the livelihoods of affected communities. Authorities initially reported the equivalent of US$67 million in damages. (OCHA, 24 Oct 2016)On 09 November, state media reported that severe flooding in the north and south central coastal regions caused 15 deaths and more than U.S. $44 million in losses. Six people were missing and 225 houses were completely destroyed. More than 42,100 other homes collapsed, according to the reports. (RFA, 09 Nov 2016)On 17 November, the International Federation of Red Cross and Red Crescent launched an Emergency Appeal seeking 1.4 million Swiss francs to support the Viet Nam Red Cross (VNRC) to deliver assistance and support to 30,775 people for nine months, with a focus on water, sanitation and hygiene (WASH); shelter (including household non-food items); disaster risk reduction and National Society capacity building. According to the IFRC, people in the affected areas have inadequate access to basic hygiene and limited access to safe water and nutritional food, potentially exposing them to health risks. (IFRC, 17 Nov 2016)Heavy rainfall since 13 December has caused severe flooding in Central and South-Central Vietnam and parts of the Central Highlands. 15 people are known to have died and four people are missing. Almost 112,000 houses have been damaged. Rice fields have been flooded and roads, bridges and other infrastructure destroyed. (OCHA, 19 Dec 2016)As reported by the Government’s Central Committee for Natural Disaster Prevention and Control (CCNDPC) on 30 December, the total damage and loss of all five floods is as follows: 134 deaths and missing, 151 people injured; 233,271 houses flooded (of which 163,682 were above 1 meter) and 4,093 houses damaged or collapsed. (UNCT, 31 Dec 2016)In the disaster-prone provinces of Ha Tinh, Quang Binh and Quang Tri, a series of floods in mid and late October depleted local disaster-response resources. The three provinces are among the most affected in terms of economic damage and sanitation. This has been exacerbated by drought and the depletion of fisheries from June 2016. Recurrent disasters within a short period have doubled the impact and vunerability of the affected communities. (IFRC, 05 Jan 2017)The severe flooding in central coastal provinces — in particular, Binh Dinh, Phu Yen, Quang Nam, Quang Ngai and Thua Thien-Hue — since mid-October 2016 has caused economic losses of US$378 million, according to the Central Committee on Natural Disaster Prevention and Control. (UNICEF, 15 Jan 2017)The flooding that affected Binh Dinh was described by some community members and local authorities as the most severe in the province’s history. The estimated total value of losses caused by the floods in Binh Dinh alone – based on figures provided as of 29 December 2016 – was VND 2.2 billion, or approximately USD 100 million. (IFRC, 15 Jun 2017)",https://reliefweb.int/disaster/tc-2016-000111-vnm
Hurricane Earl - Aug 2016,"Tropical Storm (TS) Earl was expected to make landfall on Belize, on Wednesday, 3 August 2016, and to further develop into a Category 1 Hurricane. (UNCT, 2 Aug 2016)In Dominican Republic, due to the passage of a low pressure system, heavy rain and strong winds have been affecting several parts of the country over the past few days, causing floods and landslides. According to media reports, as of 1 August, six people have been killed, at least 12 have been injured, and traffic and transport have been disrupted throughout the country. (ECHO, 2 Aug 2016)Hurricane Earl made landfall inBelizein the early hours of Thursday, 4 August. 2,500 people were housed in 94 shelters, while 10,000 needed humanitarian assistance, mainly shelter supplies.
The Red Cross allocated 143,000 Swiss Francs in emergency funds and OCHA provided a US $50,000
emergency grant for immediate response in Belize.(OCHA, 31 Aug 2016)InMexico, the number of casualties reached 54, the state of Puebla being the most affected. (RedHum, 16 Aug 2016)InHonduras, 151 people affected in four departments (Islas de la Bahía, Colon, Gracias a Dios y Cortés); 11 people are in shelters in 3 departments (Islas de la Bahía, Colon, y Cortés; 3 houses damaged in Cortés; Classes were suspended in seven departments in the north costal area; Two international airports were closed (Cortés and Atlántida). A fishing boat was wrecked with 81 persons rescued, 1 still missing.InGuatemala, 55 people in shelters in the department of Petén. Classes were suspended in the departments of Izabal and Petén. (OCHA, 4 Aug 2016)",https://reliefweb.int/disaster/tc-2016-000078-blz
Niger: Floods - Jul 2016,"On 2 August, the Niger Basin Authority reported that by the end of July, levels of the Gorouol River at Alcongui were the highest in over 50 years. Local authorities and the UN have been delivering food aid for the displaced people, and non-food aid is on its way. The rains are unlikely to ease the pressure on the country's food supply given the damage the flooding has wrought on crops. (OCHA, 22 Aug 2016)MSF declared that the risks of malnutrition and communicable diseases such as malaria, diarrhoea, and respiratory ailments were real and needed to be addressed. (MSF, 26 Aug 2016)As of 27 August, heavy rains in Niger left 92,000 affected, 38 dead and 27 injured people. About 75 percent of those affected by the flooding are located in the regions of Maradi, Tahoua and Agadez. According to the Government of Niger, 9,000 homes have been damaged by floods in the country since June. Local authorities recorded significant material damage and the loss of 26,000 heads of cattle (cows, goats, sheep and camel). (OCHA, 31 Aug 2016)As of 23 Sep, the floods have affected 123 239 people (16 370 households). (OCHA, 20 Oct 2016)",https://reliefweb.int/disaster/fl-2016-000091-ner
Senegal: Floods - Jul 2016,"On 24 July, high amounts of rainfall (between 100-200mm at various locations) caused heavy flooding in some parts of Senegal. The districts Kaffrine and Kolda have reportedly been the heaviest affected, with Kaolack and Matam also receiving above average rainfall. Throughout Kaffrine district some 1,500 houses have been destroyed and 7,500 people affected. (ACAPS, 18 Aug 2016)A total of 12,180 people have so far been directly affected by floods in Senegal. The Kaffrine area on 24 July received an unprecedented amount of over 175 mm of rainfall in less than a day. According to local authorities, 10,313 people were directly affected by the floods inundating their fields and sweeping away stocks of millet or other crops. Kaolack and Saint Louis also saw localised flooding earlier in July. (OCHA, 22 Aug 2016)",https://reliefweb.int/disaster/fl-2016-000089-sen
Burkina Faso: Floods - Jul 2016,"In Burkina Faso, heavy rainfall, which started in June and continued until 23 July 2016 has led to widespread flooding across four of the 13 regions in the country. It is estimated that up to 10,260 people have been affected, with 10 injures and four deaths also reported. Initial response and support were provided by the government, but this has since been overwhelmed with the continued rains. (IFRC, 9 Aug 2016)As of 17 August, more than 27,000 were affected by the floods, including in the Centre region. (Gov't of Burkina Faso, 17 Aug 2016)",https://reliefweb.int/disaster/fl-2016-000080-bfa
Mali: Floods - Jul 2016,"In Mali, heavy rainfall, which started on 11 July 2016-23 July 2016 led to extensive flooding. The Gao, Mopti Ségou, and Sikasso regions have been worst affected by the rains and flooding. According to rapid assessments, an estimated 3,098 families have been affected, of which 500 have been made homeless and have sought refuge with neighbouring families or in public buildings (schools).  (IFRC, 05 August 2016)According to Mali's authorities, at least 12 people were killed and almost 10,000 left temporarily homeless. Over 27,000 people have received support through the national relief coordination committee (CONASUR), principally in the Centre-Nord and eastern regions. A preparedness plan to cover over 50,000 people has been prepared. (OCHA, 22 August 2016)In September the National Red Cross distributed food and non-food items to 435 people in Bankass, Mopti region. (Croix-Rouge Malienne, 13 Oct 2016)The waters of the Niger River reached their highest level in October with a rise in the water level of 657 cm observed in Mopti, according to the OPIDIN, the tool for flood forecasting in the Inner Niger Delta. The water level has begun to decrease. However, the OPIDIN indicates that the flood will continue downstream of Mopti, with a peak of 517 cm expected in Diré, region of Timbuktu, between 3 and 11 December. This year, heavy rains in the country have killed fifteen people, affected at least 18,000 people and flooded 200 hectares of cultivated farms. (OCHA, 10 Dec 2016)",https://reliefweb.int/disaster/fl-2016-000085-mli
Nepal: Floods and Landslides - Jul 2016,"A flash flood in the Bhotekosi River has swept away at least 38 houses in Tatopani, Nayabasti and Bharabishe area of Sindhupalchok district. Sindhupalchok branch of Nepal Red Cross Society, in support of Sindhupalchok District Disaster Relief Committee (DDRC), dispatched food and non-food items in the affected area via helicopter in Tatopani area. (Nepal Red Cross Society, 8 Jul 2016)According to local media, as of 20 July, three people have been killed and one has gone missing in the Central and Western regions, at least seven houses have been damaged and over 100 people have been evacuated in Tikapur municipality (Kailali district, Far-Western region). As of the same date, media also report 100 people affected and traffic disruptions in the regions of Mid-Western, Western, Western Development Region Nepal and Eastern. (ECHO, 21 Jul 2016)As of 31 July, at least 120 people have died, 18 have gone missing, and 51 have been injured. More than 6,280 families have been evacuated and about 2,100 homes have been partially or fully damaged. (ECHO, 1 Aug 2016)The IFRC reported monsoon rains have triggered floods and landslides across 25 districts, and least 745 local Red Cross volunteers were helping the authorities with search and rescue. (IFRC, 9 Aug 2016)Severe weather affected Gorkha District, Pashchimanchal province, on 22 September, triggering landslides. According to local media, as of 23 September early morning (UTC), four people were killed and six were injured in Kerauja village. (ECHO, 23 Sep 2016)",https://reliefweb.int/disaster/fl-2016-000068-npl
Bangladesh: Floods and Landslides - Jul 2016,"At least 820,000 people have been affected by the floods in Bangladesh and the situation is deteriorating on a daily basis. Dangerously high river levels have forced thousands of people from their homes. River levels are forecast to continue rising over the next few days. Many families are living under the open sky and there are shortages of clean water, food, medicine and fuel. The Bangladesh Red Crescent is distributing food in seven affected districts: Kurigram, Bogra, Sirajganj, Jamalpur, Nilphamari, Lalmonirhat and Sunamganj. (IFRC, 29 Jul 2016)As of 3 August, some 3.2 million people across 16 districts of Bangladesh were affected by monsoon-induced floods that began around 22 July. 42 deaths were recorded and 38 officially confirmed, including mostly drowned minors, as nearly 7,400 people sought refuge in 69 flood shelters. Some 250,000 houses were destroyed or damaged. The affected populations are mainly in need of food, water and emergency shelter. More than 300,000 people are stranded in Shariatpur and Faridpur districts. (ACAPS, 03 Aug 2016)On 11 August,HCTT Humanitarian Response Plan, requiring US$ 13,620,052, was presented to the HCTT. 3.7 million people across 19 districts of Bangladesh are affected by monsoon-induced floods. 106 people died to date as a consequence of the floods...[As of] 7 August, 16,770 houses/homesteads were reported completely lost with a further 65,156 partially damaged by erosion. The districts which have experienced the greatest impact of the floods are: Jamalpur, Kurigram, Sirajgonj, Tangail, Gaibanda. Together, these 5 districts account for more than 70% of the affected people. (Humanitarian Coordination Task Team, 15 Aug 2016)As of September, roughly 4.2 million people have been affected by flooding in at least 19 districts since July, according to the government and aid agencies. The flooding has wiped out entire villages and crops, sending farmers deeper into debt. (IRIN, 8 Sept 2016)WFP, together with UNICEF, is responding to significant monsoon flooding in the north-west of Bangladesh. Food Security, Nutrition and WASH assistance will be provided to 150,000 people following confirmation of funding from the United Kingdom. The joint response has been informed by a Multi-sector Rapid Needs Analysis undertaken in August. WFP will provide food assistance to 42,500 people in the four most affected districts with unconditional cash transfers for three months beginning in November. (WFP, 30 Sept 2016)On 16 August, an Emergency Appeal was launched for CHF 1,637,374, to support the Bangladesh Red Crescent Society (BDRCS) to scale up the delivery of humanitarian assistance to 105,000 people. By the end of October, BDRCS-led assistance had reached 62,000 people. (IFRC, 18 Nov 2016)",https://reliefweb.int/disaster/fl-2016-000075-bgd
Liberia: Floods - Jun 2016,"From 29 June 2016, Upper and Lower Margibi County in Liberia experienced widespread flooding, which affected more than 15,000 people (15,431) in 49 communities.(IFRC, 12 Jul 2016)As of July 11, more than 1,300 people have been affected by recent torrential rains that destroyed their houses in Unification Town, Dolo Town and Mambahn Kaba District in Lower Margibi county in the east of the capital Monrovia. A temporary relocation site has been identified by the authorities. The National Disaster Relief Commission has provided initial relief assistance with support from partners including UNICEF and the Liberia Refugee, Repatriation and Resettlement Commission(OCHA, 11 Jul 2016)",https://reliefweb.int/disaster/fl-2016-000071-lbr
