disaster,description,url
Tajikistan: Floods and Mudslides - May 2016,"The 9 May 2016 mudflows that killed at least four people in Sughd Province continued throughout 11-12 May and affected an additional eight districts countrywide.The most affected districts as a result of mudflows over the period of 9-12 May remain Panjekent (Sughd Province) and Rudaki (Direct Ruled Districts).Initial estimates indicate at least 1,200 households are affected in Rudaki District alone, in addition to the 147 households already affected in Panjekent by the 9 May mudflow.The total number of people affected or displaced by the floods/mudflow is yet to be confirmed as the Government-led assessment continues. (REACT, 12 May 2016)On 20 May, continuous heavy rains have caused mudflows in Hakimi Jamoat of Nurobod District (Direct Ruled Districts). As of 24 May, the mudflow affected at least 50 households and reportedly killed more than 30 heads of cattle. Assessment of damage and potential humanitarian needs in the affected Jamoat is ongoing. As of 25 May, the disaster did not result in human loss, injuries or displacement.An estimated 5,500 people are in need of assistance and 1,350 households are potentially affected. (REACT, 25 May 2016)A person injured by the floods on 12 May in Rudaki District has died following 15 days in a local hospital. As of 3 June, the total number of killed by the emergency stands at six people (Aini, Panjakent, Rasht and Rudaki). Continuous rains have caused some additional local mudflows in several districts of Rasht Valley. However, as of 3 June, these additional events did not result in humanitarian needs or significant damage to livelihoods or infrastructure.  (REACT, 3 June 2016)Panjakent and Rudaki were the most affected districts with the largest number of vulnerable people requiring humanitarian aid. Overall, 1,600 families (10,000 people) have been affected in all districts. In other districts, floods caused damages to bridges, households, livelihoods, roads and social infrastructure. The disasters damaged over 800 ha. of arable land and killed significant number of livestock, leaving many families without main source of livelihood. Furthermore, mudflows damaged several junctions of the Dushanbe-Khorog strategic highway, cutting 230,000 people in GornoBadakhshan Autonomous Oblast from the country’s capital for a period of seven days. (OCHA, 30 Jun 2016)",https://reliefweb.int/disaster/ms-2016-000049-tjk
Haiti: Floods - Apr 2016,"Traditionally, a small and moderate rainy season affects the country between April and June. However this year, the amount of rain received during the last three weeks corresponds to almost half of the annual precipitation when the cyclonic season has not started yet (June to November). The weak capacity of the Haitian authorities to respond to small scale emergencies remains of great concerns. (ECHO, 9 May 2016)More than 9000 families have been affected and thousands of homes damaged by floods According to the Directorate of Civil Protection (DPC), the rains that occurred during the month of April have caused flooding in several parts of the country, particularly in the West, North, Central and Nippes departments. (OCHA, 30 Apr 2016)Heavy rain has been affecting most of the country over the past week causing casualties and damage. According to media reports, one person was killed, three were injured and over 2 900 houses were damaged in the West department, as of 31 May. (ECHO, 1 Jun 2016)",https://reliefweb.int/disaster/fl-2016-000054-hti
Somalia: Floods - May 2016,"Heavy rains in parts of Somalia and Ethiopian highlands led to flooding in southern and central Somalia. Belet Weyne town is the most affected with over 70,000 people displaced. Of these, 36,000 people are in Ceel Jaale settlement alone, while others moved to other neighbouring villages.
(OCHA, 7 June 2016)Nearly 70 per cent of the 70,000 people affected by flooding along theShabelle River in Belet Weyne, Hiraan region have begun to return to their homes according to latest reports from humanitarian partners. (OCHA, 23 June 2016)",https://reliefweb.int/disaster/fl-2016-000046-som
Kenya: Floods - Apr 2016,"The Kenya Meteorological department (KMD) released an early warning on 25th April 2016, warning of heavy rains and storm surges (80% probability) that were expected to affect different parts of the country in the immediate period. (Kenya Red Cross, 30 Apr 2016)Heavy rainfall has been observed in various parts of the country throughout the month of April 2016. Since 24 April 2016, this has intensified and resulted in widespread flooding in Nairobi, Kwale,
Taita Taveta and Turkana. A total of 34,129 people have been affected. Nairobi County has so far experienced the worst effects of the rains and flooding, with lower income slum areas of Nairobi amongst those worst affected. On 29 April 2016, heavy rains led to the collapse of one residential building in the Huruma Estate in the North East of the city, which accommodated 107 families. As of 3 May 2016, Sixteen (16) deaths have been confirmed, 135 people have been treated for multiple types of injuries, and 75 have been reported missing. (IFRC, 3 May 2016)",https://reliefweb.int/disaster/fl-2016-000042-ken
Ethiopia: Floods - Apr 2016,"Torrential rains and corresponding flash floods since late March have left at least 236,890 people displaced. This year’s belg rains, though late in onset, were heavier than usual both in terms of intensity and geographic coverage. Additionally, the floods are happening on the back of nearly 18 months of drought that left communities’ coping capacity weakened. (OCHA, 16 May 2016)The most affected regions are Somali, Oromia, Southern Nations, Nationalities, and Peoples (SNNP), Afar, Amhara, and Harari – already severely affected by the El Niño drought. (ACAPS, 9 May 2016)Recent flooding continues to displace people as well as damaging several water points. On 2 September 2016, the Ethiopia Humanitarian Country Team released a joint plan to support Government response to acute watery diarrhoea (AWD) in Ethiopia. The plan is aligned with the Government's National Preparedness and Response Plan for AWD and the revised 2016 Humanitarian Requirements Document (HRD). The AWD plan outlines activities in the health and WaSH domains requiring $22.4m to the end of 2016, which donors are encouraged to support. (OCHA, 12 Sep 2016)Most people displaced by floods (91 per cent) returned to their area of origin, and may require further support to minimize seasonal displacement in the future.OCHA, 31 Oct 2016",https://reliefweb.int/disaster/fl-2016-000045-eth
Tropical Cyclone Zena - Apr 2016,"Tropical Disturbance TD15F lies just southwest of Fiji and is moving southeastwards. Tropical Disturbance TD14F near Vanuatu is also moving southeastwards. Active trough associated with both TD14F and TD15F are expected to affect the country till Wednesday(6 April) night.(Govt, 4 Apr 2016)Volunteers and staff from Fiji Red Cross Society are on high alert as heavy rain and flooding affects parts of the country already struggling to recover from Tropical Cyclone Winston...About 80 volunteers are on standby in the north and west of the main island of Viti Levu, which has been battered by wind and rain for two days. The towns of Nadi and Rakiraki have been without power for two days and are cut off by floodwater, as are many remote villages. More than 1,000 people are sheltering in 69 evacuation centres in the Western and Central divisions. (IFRC, 5 Apr 2016)On 05 April TD16F developed, and overnight TD16F was upgraded to a tropical cyclone. TC Zena is now a category 3 tropical cyclone which is forecast to impact on Fiji over the next 24 hours. (OCHA, 6 Apr 2016)Category 1 Tropical Cyclone Zena has passed across Tonga without causing any significant damage and is weakening as it moves back out to sea. The cyclone continues to be monitored by Tongan authorities but weather warnings have now been downgraded...In Fiji, authorities report that three people died and there was damage to essential services in the Western Division during flooding which started before the arrival of TC Zena...The Ministry Agriculture has begun assessments to determine the overall impact of TC Zena and the preceding floods. The Food Security Cluster reports that the country’s key vegetable growing area, the Sigatoka Valley, was badly flooded. Agricultural rehabilitation work in the Northern and Western Divisions after TC Winston is feared to have been completely lost in the flooding. FAO is purchasing emergency seed supplies abroad and hopes to bring them quickly to Fiji. Health and hygiene concerns remain, including the risk of mosquito and water-borne diseases.   (OCHA, 7 Apr 2016)",https://reliefweb.int/disaster/fl-2016-000024-fji
Pakistan: Floods and Landslides - Mar 2016,"During the pre-monsoon season, heavy rain affected several areas of the country, especially the northern areas, over a period of several days. National authorities reported at least 62 people dead, 97 injured and 171 houses damaged in the provinces of Punjab, Balochistan, Khyber-Pakhtunkhwa, FATA and in the administrative division of Azad Jammu and Kashmir, as of 18 March. (ECHO, 18 Mar 2016)As of 13 April 2016, at least 262 people have been killed, and 223 injured, with 56% of the fatalities occurring in Khyber Pakhtunkhwa (KP). The rains have caused flooding, and landslides and have damaged almost 2,700 houses. Gilgit Baltistan experienced food shortages due to landslides on the Karakoram Highway. Most interior district roads remain open and passable, and damage to telecommunication infrastructure was minimal. ((OCHA, 13 Apr 2016)[https://reliefweb.int/node/1480586])Despite the rains, the government returned 16,000 families to the Federally Administered Tribal Areas in April. While more than 300,000 families were registered as internally displaced last year, almost half have returned to their places of origin. Pakistan plans to complete return of the remaining IDPs by the end of 2016. The government will then focus return efforts on the almost 40,000 Pakistani families displaced to Khost and Paktika Provinces in Afghanistan. (US Department of State - Humanitarian Information Unit, 25 May 2016)",https://reliefweb.int/disaster/fl-2016-000021-pak
Serbia: Floods - Mar 2016,"On 7 March, due to heavy rainfalls and flooding threats, an emergency situation has been declared for 14 cities and municipalities in central and western parts of Serbia. As of 8 March, 118 persons were evacuated by fire and rescue units of the Ministry of Interior. Additionally 710 households have been flooded while around 500 may be affected. (ECHO, 8 Mar 2016)After a rapid assessment done on 7 March by the Red Cross branch secretaries and members of National Disaster Response Teams, the Red Cross of Serbia sent in its first relief assistance to help the people affected by the floods. On 30 March, in accordance with the needs expressed by the Red Cross branches, final aid delivery was sent to the population affected by floods in the municipalities of Lučani, Čačak, Novi Pazar, Raska, Kraljevo and Gornji Milanovac.In total, over 1,110 families have received support from the Red Cross of Serbia in this emergency response operation. (IFRC, 7 Apr 2016)",https://reliefweb.int/disaster/fl-2016-000025-srb
Papua New Guinea: Floods - Feb 2016,"At least six people in Papua New Guinea are reported to have died as a result of landslides and flooding caused by heavy rains in recent weeks. 200 homes have been destroyed, and bridges have been swept away in Oro and West New Britain provinces. Disaster authorities and humanitarian organisations were scrambling to assess the extent of the damage so distribution of relief supplies could begin. (RNZI, 15 Feb 2016)IOM has also responded to these recent disasters affecting the Highlands region. In Jiwaka the Wagi valley has flooded and numerous landslides have occurred because of heavy rains. It is estimated that five thousand households are affected by flooding or landslides. One of the biggest concerns remains food security. Crops that can take nine months to mature are being washed away by heavy rain. In the dry season communities planted close to rivers in the hopes of speeding up the drought recovery, but now these much needed crops have been swept away by the heavy rain.IOM is the only international disaster relief organisation with a permanent base in Jiwaka. It plans to carry out community-based disaster assessment management training for the communities that experience frequent disasters to show people how to prevent and react to disasters. (IOM, 31 Mar 2016)",https://reliefweb.int/disaster/fl-2016-000026-png
Haiti: Floods - Jan 2016,"Several localities of Port-de-Paix, North West department of Haiti, were hit by multiple floods which followed heavy rains in late 2015 and beginning of 2016. Indeed, the heavy rains that hit this town have affected more than one thousand people, damaged hundreds of homes and killed 8 individuals. (OCHA, 31 Jan 2016)Heavy rains affected Haiti again on 29 Feb, causing floods. Media reported one dead and several houses flooded. (ECHO, 4 Mar 2016)More than 10,000 families have been affected by the floods, which particularly impacted the provinces of Nord, Grande-Anse, and Ouest. Damages on schools, fields and cattle have also been reported in Limonade and Cap-Haitien. (OCHA, 11 Mar 2016)",https://reliefweb.int/disaster/fl-2016-000019-hti
