disaster,month,year,status,disaster_type,affected_country,description,reference
Haiti: Floods ,Jun,2013,Past Disaster,Flash Flood1 more,Haiti,"Heavy rains on 14, 15 and 28 Jun 2013 caused flooding in Haiti's Artibonite, Nord-ouest and Centre departments. Six people were killed and over 6,600 families affected. Extensive damage was reported in the agriculture and livestock sectors. It is feared that strategic emergency stocks may be used up early in the rainy season, and it is unlikely that they would be quickly replenished. This could potentially result in large shortages of critical aid supplies, preventing the government and its humanitarian partners from responding effectively to future shocks. (OCHA, 30 Jun 2013)",https://reliefweb.int/disaster/fl-2013-000074-hti
Nicaragua: Floods ,Jun,2013,Past Disaster,Flash Flood1 more,Nicaragua,"Tropical storms and heavy rains caused flooding in Nicaragua's Región Autónoma Atlántico Norte (RAAN) and Región Autónoma Atlántico Sur (RAAS) starting in late May 2013. In the Prinzapolka municipality (RAAN), almost 10,000 people were affected in late June and more than 1,500 hectares of rice, corn and other crops were damaged (UNCT, 28 Jun 2013). In late July, overflowing rivers in RAAS damaged houses, infrastructure and crops. Between 26 May and 25 Jul, the rainy season had resulted in 15 deaths and 12,000 affected people (UNCT, 25 Jul 2013). By 4 Oct, 30 deaths has been reported since the beginning of the rainy season (El Nuevo Diario, 4 Oct 2013).",https://reliefweb.int/disaster/fl-2013-000085-nic
India/Nepal: Floods and Landslides ,Jun,2013,Past Disaster,Flash Flood2 more,India1 more,"Early monsoon rains have caused massive flooding and landslides in northern India's Uttarakhand and
Himachal Pradesh states and Nepal since mid-June 2013, affecting tens of thousands of people. In India, more than 1,056 people are reported to have lost their life and hundreds were still missing as of 24 Jun (UN Country Team, 24 Jun 2013). In Nepal, floods and landslides have been reported in 29 out of 75 districts, with 59 people dead and over 12,000 people displaced as of 18 Jul (IFRC, 19 Jul 2013).",https://reliefweb.int/disaster/fl-2013-000070-ind
Central Europe: Floods ,Jun,2013,Past Disaster,Flood,Czechia6 more,"Due to exceptionally heavy rainfalls at the beginning of June 2013 and the consequent extreme flooding of the major river systems, thousands of people were evacuated from several parts of central Europe, particularly in the Czech Republic, Germany, Switzerland and Austria, followed by Slovakia and Hungary. (IFRC, 5 Jun 2013)In the Czech Republic, approximately 1,300,000 people were affected by the floods, with more than 19,000 people evacuated (IFRC, 19 Jun 2013).",https://reliefweb.int/disaster/fl-2013-000068-cze
Tropical Cyclone Mahasen ,May,2013,Past Disaster,Flash Flood4 more,Bangladesh3 more,"On 14 May, Cyclone Mahasen brought heavy rains and landslides to Sri Lanka, with seven people confirmed dead and 3,881 people displaced due to the resulting heavy rains and landslides. In Bangladesh, following the raising of warning signals to 7 from a possible 10 (expecting severe weather) for Cox’s Bazaar and Chittagong, the Government ordered the evacuation of about one million people from 15 coastal districts. In Myanmar, a total of 35,550 people were relocated from Sittwe, Minbya, Myauk U, Kyauktaw, Rathedaung, Myebon and Pauktaw in Rakhine state. (OCHA, 15 May 2013)Cyclone Mahasen made landfall in southern Bangladesh's Patuakhali district on 16 May, affecting almost 1.5 million people and killing 17. More than 26,500 houses were destroyed and almost 124,500 damaged. Large tracts of standing crops were flattened and numerous fish ponds and fish culture washed away. (IFRC, 6 Jun 2013)",https://reliefweb.int/disaster/tc-2013-000060-lka
Uganda: Floods ,May,2013,Past Disaster,Flash Flood1 more,Uganda,"Heavy rains at the beginning of May 2013 caused the banks of the Nyamwamba river to burst, which resulted in flooding in Western Uganda's Kasese district. Eight people have been confirmed dead, and over 25,000 have been affected. The flooding has caused widespread destruction of houses, crops and facilities such as bridges, roads and power lines. Major infrastructures such as a hospital and sewage treatment unit have also been damaged. (IFRC, 17 May 2013)During the operation URCS worked together with the local authorities and the specialized agency for emergencies, especially the Office of the Prime Minister (OPM). URCS distributed a total of 3,300 shelter and NFI kits (including tarpaulins, cooking pots, cups, plates, blankets, jerry cans, laundry soap, and mosquito nets) for 3,425 households and reached 24,062 of the affected people. URCS also provided psycho-social support to internally displaced persons (IDPs) both in the camps and for the affected families staying with host families. URCS also provided overall camp management activities in the settlements for the displaced. However, camps were later closed and IDPs encouraged to reside with hosting communities, where they continued to receive support from URCS and other relief agencies. (IFRC, Preliminary Final Report, 30 May 2014)",https://reliefweb.int/disaster/fl-2013-000055-uga
China: Floods and Landslides ,Apr,2013,Past Disaster,Flood1 more,China1 more,"In late April 2013, heavy rain began to trigger floods and landslides in southern China.(Xinhua, 30 Apr 2013).  Since then, 12 provinces have been affected, the worst being Henan, Hubei and Shandong. The UN reports nearly 2.8 million people have been affected and national authorities are responding to their needs.(OCHA, 3 Jun 2013)Typhoon Soulik hit China's Taiwan Province on 13 Jul, killing two people. Three people were killed in Guangdong Province on the mainland. Ongoing heavy rains are affecting the provinces of Sichuan and Yunnan, in the south; Henan, in the central part of the country; and Shaanxi, in the northwest. 43 deaths have been reported in Sichuan and 26 in Shaanxi. (OCHA, 15 Jul 2013)In early August, the worst flooding in decades has hit the provinces of Liaoning, Jilin and Heilongjiang in north-eastern China, with 65 reported deaths across the three provinces. In Liaoning, 800,000 people have been affected, 100,000 evacuated and 113,000 hectares of farmland damaged. (OCHA, 19 Aug 2013)Trami, the 12th typhoon to hit the mainland China in 2013, made landfall in the coastal areas of Fuqing in Fujian province on 22 Aug (IFRC, 23 Aug 2013). Rainstorms brought by the typhoon swept Zhejiang and Fujian provinces, affecting 1.4 million people and forcing relocation of more than 351,000 (Xinhua, 23 Aug 2013).On 9 Oct, ten people were killed and five others missing in Wenzhou city when Typhoon Fitow brought rainstorms to east China's Zhejiang Province. The typhoon affected 7 million people in 11 cities in Zhejiang. (Xinhua, 9 Oct 2013)",https://reliefweb.int/disaster/fl-2013-000054-chn
Somalia: Floods ,Apr,2013,Past Disaster,Flash Flood1 more,Somalia,"Several parts of Somalia - especially the south - were affected by flooding following heavy rains across Somalia and the Ethiopian highlands starting with the beginning of the rainy season in April 2013. Flash floods in Wanlaweyn district in Lower Shabelle led to loss of property, damage to infrastructure and displacement of people. Xudun district (Sool) and Dharoor valley (Sanaag) also experienced flooding. In Cabudwaq (Galgadud) flooding displaced thousands of people. (OCHA, 26 Apr 2013)",https://reliefweb.int/disaster/fl-2013-000052-som
Ecuador: Floods and Landslides ,Apr,2013,Past Disaster,Flash Flood3 more,Ecuador,"Starting in January 2013, seasonal rains have caused flooding and landslides in various parts of Ecuador. The most affected provinces are Santo Domingo de los Tsáchilas, Esmeraldas, Manabí, El Oro, Chimborazo, Pichincha, Guayas, Imbabura, Tungurahua, Los Ríos, Carchi, Orellana, Morona Santiago, Pastaza, Santa Elena and Napo. As of 26 Apr, 25,567 people have been affected, 3,906 houses have been damaged and 127 destroyed. (UN CT, 26 Apr 2013)",https://reliefweb.int/disaster/fl-2013-000051-ecu
Ethiopia: Floods ,Apr,2013,Past Disaster,Flash Flood1 more,Ethiopia,"Heavy localized rains in April/early May have caused flooding in belg/gu rain-receiving areas, resulting in loss of lives and livelihoods and the destruction of infrastructures. According to the Somali Regional State Government, the floods displaced more than 7,000 households in Fafan, Jarar, Korahe and Shabelle zones. Similarly, the floods affected some 1,314 households in Loka Abaya (Sidama zone) and Humbo (Wolayita zone) woredas of SNNPR; and more than 1,396 households in East Hararge, West Hararge and Borena zones of Oromia Region. (OCHA, 20 May 2013)",https://reliefweb.int/disaster/fl-2013-000050-eth
