disaster,month,year,status,disaster_type,affected_country,description,reference
Bolivia: Floods and Landslides ,Jan,2014,Past Disaster,Flood2 more,Bolivia,"Heavy seasonal rains starting in January 2014 triggered floods and landslides in several departments across Bolivia, affecting at least 21,000 families. The Government declared a national state of emergency on 27 Jan (Gov, 27 Jan 2014).By 20 Feb, 58,040 families in all of the country's nine departments had been affected and 56 people had died. About 36,726 hectares of crops are reported as damaged since the floods started. The most affected ones are corn and vegetable crops—the main product in the country. About 7,000 families require the provision of safe water in shelters, as well as health and hygiene promotion services. (IFRC, 20 Feb 2014)As of 10 Mar, about 68,000 families had been affected and 64 deaths had been reported. Approximately 10,000 families had been displaced from their homes. In Beni, over 4,000 familias (20,190 people)
were staying in 99 shelters/camps. (UNCT, 10 Mar 2014)By the end of July, most displaced people had returned to their homes (UNCT, 22 Jul 2014. The third and last WFP food distribution had started and was to go on until the second week of August (WFP, 25 Jul 2014).",https://reliefweb.int/disaster/fl-2014-000008-bol
Philippines: Floods and Landslides ,Jan,2014,Past Disaster,Flash Flood3 more,Philippines,"On 10 Jan 2014, a low pressure area started to bring heavy rainfall in the southern Philippine, causing floods and landslides. On 17 Jan, it developed into Tropical Depression Lingling (locally known as Agaton) and maintained its strength until 20 Jan. As of 27 Jan, the Government reported 64 deaths and more than 1,148,000 people affected people in regions X, XI, XII, CARAGA and ARMM. The number of displaced people had decreased from 260,450 on 22 Jan to 108,991. (Govt, 27 Jan 2014)On 1 Feb, Tropical storm Kajiki (locally known as Basyang) crossed over the central Philippines, causing floods and landslides in Cebu and Southern Leyte. Three people were killed and over 18,000 people took shelter in evacuation centers (Govt, 1 Feb 2014).",https://reliefweb.int/disaster/fl-2014-000006-phl
Colombia: Earthquake and Floods ,Jan,2014,Past Disaster,Earthquake2 more,Colombia,"An earthquake that struck Sipí in Colombia's western Chocó department on 4 Jan 2014 damaged 121 homes in the municipality. Two days later, on 6 Jan, the San Agustín and Garrapatas overflowed in the same area, possibly related to the earlier earthquake. The flooding affected almost 9,000 people and heavily damaged at least 150 homes, which are at risk of additional flooding and need to be relocated. Health, water and hygiene and education infrastructure sustained heavy damage as well. Ongoing armed conflict in the region makes humanitarian access difficult. A Multi-Cluster Initial Rapid Assessment mission is planned for 21 Jan. (OCHA, 14 Jan 2014)",https://reliefweb.int/disaster/fl-2014-000004-col
Eastern Caribbean: Floods and Landslides ,Dec,2013,Past Disaster,Flash Flood2 more,St. Vincent & Grenadines2 more,"Severe rains and high winds due to a low level trough system caused floods and landslides in St. Vincent and the Grenadines, Saint Lucia and Dominica from 23-25 Dec 2013. St. Vincent and the Grenadines reported nine deaths and over five hundred persons affected, of which 237 were provided with emergency shelter. According to preliminary reports from initial assessments 30 homes were destroyed and a further 135 damaged. Assessments are on-going and these numbers are expected to increase. The Government declared a level two disaster. A level two disaster is declared when the damage is severe and for which local resources and response capacity are limited and specialized external assistance is requested. In Saint Lucia, six people were killed, and Dominica reported 185 people affected. (CDEMA, 3 Jan 2014)OCHA approved emergency funds for Saint Lucia ($35,000), Dominica ($15,000) and Saint Vincent and the Grenadines ($35,000). The funds will support national authorities in their efforts to attend to the immediate needs faced by the health sector and for the provision of medical supplies, food and cleaning supplies. Other humanitarian actors have also approved funds. (OCHA, 6 Jan 2014)",https://reliefweb.int/disaster/fl-2013-000159-vct
Brazil: Floods and Landslides ,Dec,2013,Past Disaster,Flash Flood2 more,Brazil,"Heavy seasonal rainfall started to affect parts of eastern Brazil on 7 Dec 2013, causing floods and landslides.By 16 Dec, 15 people had been killed in the southeastern states of Río de Janeiro and Bahía (OCHA, 16 Dec 2013).By 23 Dec, an emergency had been declared in the southeastern State of Espíritu Santo due to flooding and landslides. The army mobilized humanitarian assistance in the form of blankets, cushions and food stuffs to the most affected areas. (OCHA, 23 Dec 2013) Some 45 people have died due to
floods affecting primarily the states of Espirito Santo and Minas Gerais, according to statistics from the states civil defenses. (OCHA, 30 Dec 2013)",https://reliefweb.int/disaster/fl-2013-000157-bra
occupied Palestinian territory: Cold Wave ,Dec,2013,Past Disaster,Cold Wave2 more,oPt,"The announced heavy rain fall and snow storms hit the West Bank and Gaza on 10 December 2013 and are still affecting the Palestinian population in West Bank and Palestine. The heavy rain and snow has generated floods in several parts of Palestine and thousands of families have been evacuated from their houses. The extreme weather conditions has also caused several deaths, including a baby in Gaza who was reported dead, as the family’s home was inundated. (IFRC, 16 Dec 2013)",https://reliefweb.int/disaster/cw-2013-000153-pse
Indonesia: Floods and Landslides ,Dec,2013,Past Disaster,Flood1 more,Indonesia,"After a prolonged 2012-2013 wet season that continued into August, Indonesia experienced a brief dry season which transitioned into the 2013-2014 wet season in most parts of the country by the end of October. Floods and landslides killed 35 people in November and affected almost 20,000. (OCHA, 30 Nov 2013)As of 21 Jan 2014 in Jakarta and outlying areas, approximately 134,662 persons or 38,672 households in 100 urban villages are directly affected by floods, with 12 casualties. At least 62,819 persons are displaced and staying in 253 displacement centers.  The government indicated that it has the capacity to respond to both short and longer term needs created by the floods. It also welcomes technical assistance from the international community in the country, particularly for relief aid logistic management. In the North Sulawesi Province, as of 19 Jan, at least 15,000 persons from two cities and six districts are displaced. 19 casualties are reported. (OCHA, 22 Jan 2014)",https://reliefweb.int/disaster/fl-2014-000005-idn
Somalia: Floods ,Nov,2013,Past Disaster,Flood,Somalia,"Seasonal rains started at the end of September 2013 across Somalia, contributing to flooding, especially in and around Jowhar town in Middle Shabelle region, where flooding had already started in mid-August due to rains in the Ethiopian highlands, the source of the Shabelle River. Heavy downpours in October and early November exacerbated the flooding in Jowhar district and parts of neighbouring Balcad district. (OCHA, 18 Nov 2013)A joint multi-cluster rapid assessment mission carried out from 7-10 Nov identified 33 villages affected by the flooding and corroborated the approximately 11,000 households displaced reported by the local authorities, while FSNAU had a more conservative number of 7,000 household distributed along 28 villages (OCHA, 17 Nov 2013).",https://reliefweb.int/disaster/fl-2013-000141-som
Viet Nam: Floods ,Nov,2013,Past Disaster,Flash Flood1 more,Viet Nam,"On the evening of 14 Nov, the tropical storm 15 weakens into tropical depression and hit the south-central provinces of Viet Nam, bringing heavy rainfall and strong winds. From 14 November at 7 PM to 17 November at 7 PM, the coastal areas from Quang Tri to Ninh Thuan and the Central Highlands have been affected by torrential rains, with total rainfall of 401 to 973 mm. As a consequence of the heavy rain brought by the tropical depression, extensive flooding has hit the central provinces of Quang Nam, Quang Ngai, Da Nang, Phu Yen and Binh Dinh. (UN Country Team in Viet Nam, 20 Nov 2013)",https://reliefweb.int/disaster/fl-2013-000142-vnm
Somalia: Tropical Cyclone ,Nov,2013,Past Disaster,Flash Flood2 more,Somalia,"The State of Puntland in the North Eastern part of Somalia was hit by a tropical cyclone on 10
Nov 2013. The cyclone and the subsequent flash floods caused massive destruction resulting in the deaths of 162 people, displacement of tens of hundreds of nomads, decimation of approximately 1 million livestock and destruction of over 1,000 houses according to Government statistics.Livelihoods for the pastoralists, agro-pastoralists and fishermen suffered severe losses with the
pastoralists losing between 70 to 90 percent of their entire livestock. The farmers who depended on
irrigation lost their entire crops and equipment used for pumping water. The fishermen had their boats
damaged and their fishing gear destroyed by the flood waters.The Government of Puntland declared a natural disaster on 11 Nov and requested international assistance to assist the people of Puntland. Critical assistance required by the affected people started arriving on 14 November 2013, with contributions received from major humanitarian organizations led by the Government of Puntland.By the beginning of December, the focus was on recovery efforts. Most of the roads, which were previously cut off, are now accessible and donations of food and non-food items are streaming into the affected communities. As of 24 Nov, over 5,000 households had received food and NFIs from various agencies including the World Food Programme (WFP), the International Committee of the Red Cross (ICRC), the International Organization for Migration, Puntland Government, the local and Somalia Diaspora community. (IFRC, 11 Dec 2013)",https://reliefweb.int/disaster/tc-2013-000140-som
