disaster,month,year,status,disaster_type,affected_country,description,reference
Egypt: Floods ,Nov,2021,Past Disaster,Flood,Egypt,"The Aswan Governorate of Egypt faced heavy rains that led to floods in 11 areas between 12 and 14 November 2021. According to the Ministry of Health announcement, the continuous severe weather, including heavy rain, strong winds, and thunderstorms, caused widespread flooding across the southeast part of Egypt, driving scorpions out of the ground, resulting in the death of three people and the injury of 450 others due to scorpion stings. [...] Due to the blockage of main roads, some locations/ villages were isolated. A total of 1,100 people (220 families) who lost their houses due to total damage are hosted in 220 temporary houses run by the local authority of Aswan Governorate, while 4,685 people (937 families) are still living in their houses that have been partially damaged and refused to leave. [...] The Egyptian Ministry of Social Solidarity and the Egyptian Red Crescent are leading the detailed assessment in 14 villages in Aswan. According to preliminary data, floods had so far affected 5,935 people (1,157 families). (IFRC, 29 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000190-egy
Bosnia and Herzegovina: Floods ,Nov,2021,Past Disaster,Flash Flood1 more,Bosnia and Herzegovina,"During the night of 5 November 2021, central, eastern and southern parts of the country were hit by flash floods caused by intensive rainfall. Rivers Zeljeznica, Miljacka, Bosna and Neretva, together with smaller rivers which flow into them, flooded the area, causing damages and prompting evacuations. There are currently 18 affected municipalities in the Federation of Bosnia and Herzegovina and in the Republic of Srpska. Affected municipalities are: Ilidza, Trnovo, East Ilidza, Trnovo (FBIH), Stari Grad, Konjic, Jablanica, Novi Grad, Kiseljak, Goražde, Pale (FBIH), Pale, Foča, Sokolac, Gacko, Foča (FBIH) and Novo Sarajevo. Another 5 municipalities were less affected. Landslides are recorded in different areas around the country. Wider area of Sarajevo remained without drinking water for up to three days, making the total number of affected people around 250,000. (IFRC, 22 Nov 2021)",https://reliefweb.int/disaster/ff-2021-000189-bih
Severe Tropical Storm Kompasu ,Oct,2021,Past Disaster,Flash Flood3 more,Philippines5 more,"On 7 October, a Low-Pressure Area East of Camarines Norte developed into a tropical depression while moving erratically over the Philippine Sea, and on the following day intensified into a Tropical Storm called Kompasu (locally known as Maring). On 10 October, Tropical Storm Kompasu merged with a Tropical Depression (locally known as Nando) and continued moving towards the Extreme Northern Luzon.On 11 October, Tropical Storm Kompasu intensified into Severe Tropical Storm (STS) and passed close to south of Camiguin Island, after which it made a landfall in the vicinity of Fuga Island, Cagayan in Region II. It further enhanced the southwest monsoon, bringing more rain to already inundated areas and causing heavy flooding in Cagayan Valley, MIMAROPA and Cordillera Administrative Region (CAR). Although, the Severe Tropical Storm exited the Philippine Area of Responsibility (PAR) on Tuesday 12 October, further heavy rains were experienced.National Disaster Risk Reduction and Management Council has reported a total of 235 flooded areas and 31 incidents of rain-induced landslides in Regions I, II, III, MIMAROPA, CARAGA and CAR. Flooding up to waist level has been caused by continuous rains and the high saturation of soil moisture. A total of 155,156 families or 611,705 persons affected in 1,380 barangays in Regions I, II, III, MIMAROPA, VI, CARAGA and CAR with 39 dead, 3 injured and 17 missing. At least 4,318 families or 15,130 persons are currently taking temporary shelter in 91 evacuation centres. (IFRC, 19 Oct 2021)As of 20 Oct, TC KOMPASU caused the following in thePhilippines: 248,263 families (940,847 persons) affected in 1,788 barangays, 130,035 people displaced (1,775 in 60 evacuation centres), 41 dead, 17 missing, and 5 injured. 1,418 families (5,461 persons) were preemptively evacuated and 1.76M USD worth of assistance has been provided to victims in Region 1, 2, 3, MIMAROPA, and CAR. InThailand,the Department of Disaster Prevention and Mitigation (DDPM) reported that the influence of TC KOMPASU, from the 15th to the 17th of October, has resulted in flash floods and flooding: 3,326 households (estimated 16,630 persons) affected in six provinces (Tak, Phetchabun, Chaiyaphum, Lopburi, Prachinburi, Nakhon Nayok). As of 21 October, the situation has been resolved in four provinces (Tak, Phetchabun, Chaiyaphum, and Nakhon Nayok) and persists in Lopburi and Prachinburi. (AHA Centre, 21 Oct 2021)As of 31 October, a total of 1,140,534 people affected in 1,977 barangays in Regions I, II, III, MIMAROPA, VI, CARAGA and CAR according to the National Disaster Risk Reduction and Management Council (NDRRMC) and Department of Social Welfare and Development – Disaster Response Operations Monitoring and Information Center (DSWD - DROMIC). At least 43 dead, 5 injured and 16 missing. More than 25,000 people took  temporary shelter in 371 evacuation centres. Estimated PHP 2.6 billion (CHF 46.5 million) worth of damage to crops, livestock and agricultural infrastructure and equipment; with close to 50,000 livestock and poultry lost. (IFRC, 15 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000158-phl-0
India: Floods and Landslides ,Oct,2021,Past Disaster,Flash Flood2 more,India,"Heavy rain has been affecting southern Kerala State (south-western India) since 15 October, triggering landslides and causing floods that have resulted in 27 casualties and severe damages to homes. According to media report, Kottayam and Idukki districts are the worst affected. As on 17 October, 156 relief camps had been opened across the State with 1,253 families (4,713 persons) evacuated to various camps since October 11. (ECHO, 18 Oct 2021)Heavy rainfall of over 400 mm between 1 and 18 October has triggered floods and landslides in the state of Kerala, affecting all its 14 districts and resulting in 36 deaths. Nearly 5,000 people have been affected and are accommodated in over 100 relief camps. Widespread damage to electricity infrastructure has been reported. Eleven teams of the National Disaster Response Force and one team of the Indian Army have been deployed for search and rescue operations. The State Inter Agency Group is coordinating response activities. (OCHA,18 Oct 2021)Heavy rain has been affecting the Himalayan State of Uttarakhand (northern India) over the past 72 hours, triggering several landslides and causing flash floods that have resulted in casualties and severe damage. The National Emergency Response Centre (NDMI) reports, as of 19 October, 27 fatalities, due to several landslides occurred on 18-19 October in 13 Districts across central-northern Uttarakhand (also bordering with the neighbouring China and Nepal). NDMI also reports eight people still missing, eight injuries, 645 evacuated people, a number of damaged houses and several blocked roads across the affected Districts. National authorities have deployed 15 teams for rescue and relief operations throughout the affected area. (ECHO, 20 Oct 2021)Heavy rain continues to affect the Himalayan State of Uttarakhand (northern India) and the neighbouring Nepal since 16 October, triggering several landslides and causing floods that have resulted in casualties and widespread damage. In Uttarakhand, the National Emergency Response Centre (NDMI) reports, as of 20 October, 52 fatalities, due to several landslides occurred on 18-19 October across a number of Districts. NDMI also reports five people missing, 17 injuries and 1,385 evacuated people throughout the affected Districts. National authorities have deployed 17 teams for rescue and relief operations throughout the affected area. (ECHO, 21 Oct 2021)Heavy rainfall has been affecting Tamil Nadu State (south-eastern India) over the last 24 hours, causing floods. According to the national authorities, four people have died as a result and at least 237 houses are damaged. Chennai Metropolitan Area is most affected with 889 people now displaced to 48 relief camps. National rescue and relief teams are supporting the local population. (ECHO, 8 Nov 2021)Since 7 November, heavy rain has been affecting south-eastern India, resulting in floods and landslides, and leading to an increased human impact. The number of fatalities due to floods in Tamil Nadu State has increased to five and about 540 housing buildings have been damaged across the State. (ECHO, 9 Nov 2021)Heavy rain continues to affect south-eastern India and Sri Lanka, resulting in floods and landslides, and leading to an increased human impact. In India, the number of fatalities due to floods in Tamil Nadu State has increased to 12 and more than 9,690 people have been evacuated, as reported by national authorities (NDMI). (ECHO, 11 Nov 2021)Tropical Cyclone FOUR made landfall over northeastern Tamil Nadu State (south-eastern India) on 11 November, bringing heavy rain and strong winds. In Tamil Nadu State, the number of weather-related deaths has increased to 14, and more than 11,000 people have been evacuated to 199 evacuation centres.(ECHO, 12 Nov 2021))On 18-19 November, heavy rain caused extensive floods across south-eastern India, leading to casualties. The Indian National Emergency Response Centre (NDMI) reports that in Andhra Pradesh, at least 24 people have died and up to 22 individuals are missing; the number is likely to increase after the breach of Annamayya Dam in Kadapa District (southern Andhra Pradhesh). About 31,827 people have been evacuated, up to 36,279 people across four Districts in Andhra Pradesh have been affected and at least 2,000 houses have been damaged by floods, including the overflow of Pincha and Mandavi Rivers. In Tamil Nadu, five people have died and 12 were injured due to flood-related events. As per media, 33 deaths have been reported so far. The State Disaster Response Force, National Disaster Response Force along with Indian Air Force, local police, revenue and fire services personnel have launched a rescue operation to trace missing people. (ECHO, 22 Nov 2021)Floods, caused by heavy rain, river overflow and dam failure in Andhra Pradesh have led to an increase in the number of casualties. According to the Indian National Emergency Response Centre, 32 people died, and 30 individuals are missing. Approximately 57,970 people have been evacuated to relief centres, and more than 74,500 persons have been affected across four Districts of Andhra Pradesh. About 3,700 houses sustained damage to various degrees. (ECHO, 23 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000161-ind
Georgia: Floods ,Sep,2021,Past Disaster,Flood1 more,Georgia,"During 22-24 September 2021, heavy rains seriously affected five municipalities in the western part of Georgia, in the Autonomies Republic of Adjara and Guria region. The total population in five affected municipalities stands at 195,193, of which 1,780 people (445 household) were heavily affected. The volume of rainfall, in addition to the subsequent landslides, exceeded the capacity of the households to respond in a timely manner and prevent the damages to their properties. [...] The heavy rain also activated the landslides in the rural areas of the affected municipalities. Houses of 20 households in the Autonomous Republic of Adjara and 5 households in Guria region were destroyed. [...] The flooding and landslides are also found to have made significant damages to the agricultural land plots and fruit orchards of the local population. It is noteworthy, that subsistence and commercial agriculture are primary sources of income of rural households in Georgia, including the Autonomous Republic of Adjara and Guria region. The damage caused by the disaster is foreseen to have a detrimental effect on the longer-term livelihoods of the people affected. (IFRC, 8 Oct 2021)",https://reliefweb.int/disaster/fl-2021-000152-geo
Uganda: Floods and Landslides ,Sep,2021,Past Disaster,Flood1 more,Uganda,"On 17 September, Uganda Red Cross Society (URCS) through its assessments, reported flooding events affecting the districts of Kapchorwa, Sironko, Mbale, Bukedea, Zombo, Kapelebyong and Katakwi. The floods, landslides and hailstorm episodes affected 07 districts and have left one (1) registered death from Kapchorwa district (male adult), kapsinde sub-county due to landslides, 72 people injured, 597 individuals homeless, 5 individuals hospitalised, 51 individuals evacuated, 308 families displaced, 416 houses completely destroyed, 829 houses partially damaged, 3 health facilities affected due to the floods, 61 water facilities affected and 6 schools have been affected in Bukedea, Kapelebyong, Katakwi and Oyam districts. There is an urgent need to provide household kits and shelter items to the affected communities to support with immediate household needs. Water facilities have been destroyed which has possessed a risk of water-borne diseases such as cholera and typhoid. Prior to above mentioned events and since the beginning of September 2021, many parts of Uganda have been receiving torrential rains which have affected many districts country wide. To date, the prolonged rain events have persisted, and 17 districts have been affected including Kasese, Oyam, Koboko, Yumbe, Katakwi, Bukedea, Kapchorwa, Sironko, Arua, Mbale, Kakumuro, Kibaale, Ibanda, Apac, Kabaale, Zombo and Kapelebyong. (IFRC, 13 Oct 2021)Heavy rains registered during September and early October 2021 have caused several floods, landslides and hailstorms, significantly affecting more than 40,000 individuals living in 17 Districts located in Eastern, Central, Western and West Nile regions. At least 3,620 people have been displaced and are hosted in government schools and community halls near the affected areas awaiting water levels to recede. On 14 October, a landslide reported in Bududa District (Eastern Uganda), affecting 214 individuals (33 households). (ECHO, 18 Oct 2021)",https://reliefweb.int/disaster/fl-2021-000153-uga
Benin: Floods ,Sep,2021,Past Disaster,Flood,Benin,"Benin has suffered from heavy rains in the past weeks, with 38 communes out of 77 suffering from rising waters with at least 9 flood related deaths and dozens more due to water-related accidents. Numerous socio-community infrastructures, including above fifty elementary school and a dozen colleges, were affected. In addition, several houses were destroyed or damaged, as well as crossing structures. Significant agricultural and livestock losses were recorded.Following the intensification of heavy rains over the past two weeks, and the release of water at the Nagbeto dam, municipalities located on the coasts of the Mono, Ouémé and Niger rivers in Benin experienced a peak in the overflow of the river by mid-September. This situation led to widespread flooding in the Municipalities of Karimama, Malanville, Zangnanado, Zogbodomey, Ouinhi, Aguégués, Dangbo, Athiémé, Grand-Popo, and Zè, with several villages currently under water. This has placed these areas on red alert. It should also be noted that, according to Benin Meteorology, heavy rains will continue until the end of November 2021, and water is likely to be released from the Nagbeto dam in the coming days, which could worsen the situation. (IFRC, 25 Oct 2021)",https://reliefweb.int/disaster/fl-2021-000145-ben
Guinea: Floods ,Aug,2021,Past Disaster,Flood,Guinea,"On the night of Monday 30th to Tuesday 31st of August 2021, heavy rain fell over most of the country causing flooding in the prefectures of Siguiri, Guéckédou, and the capital Conakry. This situation has affected 69,671 people, with 1,972 homeless people, 21 injured and 5 deaths recorded.The preliminary assessments indicated that 763 water points destroyed; 103 host families; 21 resettlement sites and 964 latrines destroyed. There are also, huge impacts on agriculture and animal husbandry which have also been recorded. Affected people and the authorities are seeking the support of people of good will and humanitarian organizations. (IFRC, 12 Sep 2021)",https://reliefweb.int/disaster/fl-2021-000135-gin
Thailand: Floods and Landslides ,Aug,2021,Past Disaster,Flash Flood2 more,Thailand,"According to Thailand's Department of Disaster Prevention and Mitigation (DDPM), a low-pressure cell located in the lower parts of Viet Nam together with the Southwest Monsoon that prevails over the Andaman Sea, Thailand, and the Gulf of Thailand, has brought heavy rains from 27-31 August. This has resulted in flash floods in 10 provinces of Thailand (Tak, Kamphaeng Phet, Nakhon Ratchasima, Prachinburi, Chon Buri, Rayong, Chanthaburi, Sa Kaeo, Singburi, and Samut Prakan). According to the DDPM, 65,088 households (estimated 325,440 persons) have reportedly been affected. (AHA Centre, 31 Aug 2021)Heavy rain has been affecting northern and central Thailand (in particular Prachinburi and Phitsanulok Provinces) since 3 September, causing floods that have resulted in population displacements and damage. The ASEAN Disaster Information Network (ADINet) reports, as of 7 September, 4,135 affected people across the aforementioned Provinces, where Phitsanulok represents the most affected one. (ECHO, 7 Sep 2021)According to the Department of Disaster Prevention and Mitigation, due to the influence of the monsoon trough across the north and the upper northeastern region together with the western monsoon over the Andaman Sea, the South, and the Gulf of Thailand, heavy to very heavy rainfall has reportedly occurred in 14 provinces since 16 Sep 2021. Flooding and landslides have reportedly affected 15,600 households (78,100 persons) across the following provinces: Chiang Mai, Lampang, Tak, Sukhothai, Phetchabun, Phichit, Kamphaeng, Phet, Chaiyaphum, Loei, Nakhon Ratchasima, Prachinburi, Chanhaburi, Ayutthaya, and Nakhon Si Thammarat. The situation has been resolved in 10 provinces. (AHA Centre, 19 Sep 2021)The southwest prevails over the Andaman Sea, the South and the Gulf of Thailand, causing heavy to very heavy rainfall in some areas. From 16 September to present, causing flash floods in the area of ​​17 provinces (Chiang Mai, Lampang, Tak, Sukhothai, Phetchabun, Phichit, Kamphaeng Phet, Chaiyaphum, Loei, Nakhon Ratchasima, Sisaket, Prachinburi, Sa KaeoChanthaburi, Phra Nakhon Si Ayutthaya, Ratchaburi, Nakhon Si Thammarat). Total of 16,283 households was affected. At present, the situation has been resolved in 12 provinces. The situation is still present in the 5 provinces. (AHA Centre, 22 Sep 2021)Widespread floods, flash floods and landslides have been recorded in northern Thailand following the influence of the tropical cyclone DIANMU since 23 September. According to the ASEAN Disaster Information Network (ADINet), in Thailand, at least 300,000 people have been affected in 27 Provinces. (ECHO, 27 Sep 2021)According to the Department of Disaster Prevention and Mitigation (PWA), the most hit areas include the Provinces of Lop Buri (central Thailand) and Phetchabun (north-central Thailand), where six people have died and two others are missing. Up to 71,093 households have been affected by flooding across the 30 Provinces. On 28 September, flood warnings were issued for residents in Ubon Ratchathani Province, due to the increasing water levels of Mun River, which has reached up to 7 m in Mueang Ubon Ratchathani District. (ECHO, 28 Sep 2021)Widespread floods have been affecting 31 Provinces of Thailand since late September, resulting in an increasing number of casualties and damage.
According to the Department of Disaster Prevention and Mitigation (DDPM) seven people have died, one is still missing and more than 229,000 have been affected. National authorities are providing assistance to the affected communities. (ECHO, 1 Oct 2021)As of 4 October, Tropical Depression Dianmu (previously a tropical storm) continues to bring heavy rain and cause flash floods across the northeast and central Thailand. According to the Department of Disaster Prevention and Mitigation (DDPM), 271,100 households in 32 provinces have been affected and eight people have died since 23 September. Currently, 141,200 households from 18 provinces remain affected. This disaster event is considered a provincial situation, and the response has been led by the provincial governors with support from the military, Provincial Red Cross Chapters, civil society and the private sector. (OCHA, 4 Oct 2021)Since mid-September, floods related to heavy rain have been affecting northern and central Thailand, leading to casualties. The Thailand Department of Disaster Prevention and Mitigation reports on 6 October, that nine people died (six in Lopburi Province, two in Phetchabun Province and one in Chainat Province), while more than 298,900 people have been affected across 32 Provinces. The International Disaster Charter 734 was activated for Thailand in response to the floods. (ECHO, 6 Oct 2021)The monsoon season in Thailand has brought heavy rain and flash floods since 23 September. According to the Department of Disaster Prevention and Mitigation as of 11 October, the total number of affected households has now decreased to about 95,000 from about 141,000 a week earlier. The provincial authorities are providing emergency relief items, including emergency medicine, shelter, safe drinking water and food, with support from the Royal family, Thai Red Cross, the military, and local organizations. (OCHA, 12 Oct 2021)Over the past few days, heavy rain has been affecting parts of Thailand, causing floods, triggering landslides and resulting in casualties and damage. According to the ASEAN Coordinating Centre for Humanitarian Assistance on Disaster Management (AHA Centre), in Thailand, one person has been injured and more than 25,000 people have been affected across the Provinces of Chanthaburi, Loei, Lampang, Ranong and Saraburi. (ECHO, 15 Oct 2021)According to Department of Disaster Prevention and Mitigation (DDPM), from the 18 to 21 October, heavy rains and the effects of the Southwest Monsoon have caused floods, landslides, winds, and storms in different provinces of Thailand (Kalasin, Roi Et, Uthai Thani, Chachoengsao, Yala, Buri Ram, Chaiyaphum, Chon Buri, Kanchanaburi, Khon Kaen, Nakhon Pathom, Nakhon Ratchasima, Sa Kaeo, Samut Prakan, Si Sa Ket, Chiang Mai, Chiang Rai, Lampang, Loei, Phayao, Phetchabun, Ratchaburi, Surat Thani, Uttaradit, and Lamphun). A total of 5 different disaster events were reported by the DDPM which in total, have affected around 136,800 persons. No injuries or deaths have been reported and majority of the disaster situations have been resolved. (AHA Centre, 24 Oct 2021)Since 6 November, heavy rainfall has been affecting southern Thailand, causing floods, flash floods and river overflow. The ASEAN Coordinating Centre for Humanitarian Assistance on disaster management (AHA Centre), reports almost 1,000 people affected across five Provinces (Krabi, Nakhon Si Thammarat, Phatthalung, Surat Thani and Trang). (ECHO, 8 Nov 2021)The Thailand’s Department of Disaster Prevention and Mitigation (DDPM) reported that the Low Pressure Area and the Northeast Monsoon caused flooding events in Phetchaburi, Ranong, Chumphon, Surat Thani, Nakhon Si Thammarat, Songkhla, Trang, Phuket, and Phang Nga Province since 10 November. The events have affected at least 9,900 families (about 49,300 people) and claimed the life of 2 individuals. The floods still persist in 4 provinces and affect approximately 9,800 families (about 48,900 persons) as of 14 November. (AHA Centre, 14 Nov 2021)Thailand’s Department of Disaster Prevention and Mitigation (DDPM) reported that the Northeast Monsoon caused flooding events in Phetchaburi, Prachuap Khiri Khan, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung, and Songkhla Province since 23 Nov. The events have affected 8,990 families (44,940 people). The floods still persist in 3 provinces and affect 134 families (670 persons) as of 29 Nov 0600 HRS UTC+7.(AHA Centre, 29 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000147-tha
Venezuela: Floods ,Aug,2021,Past Disaster,Flood1 more,Venezuela,"On 23 August, heavy rains were registered due to the passage of the Tropical Wave N°38, which caused floods, landslides, road obstructions, loss of housing, damages to basic services such as water and electricity, among others in ten of the 24 states of the country. As shown in the map above the most affected states include Mérida, Apure, Bolivar, Táchira, Zulia, Delta Amacuro, Carabobo, Yaracuy, Portuguesa, and Sucre. On 25 August, the government declared a 90-day emergency decree for Merida, Apure, Bolivar, Yaracuy, and Zulia.According to the National Institute of Meteorology and Hydrology forecast, the rainy season will continue affecting Venezuela. Official reports state that the damages at national level include: 54,543 people affected; 10 states affected; 85 municipalities affected; 116 routes affected; 10 bridges affected; 79 overflows from different bodies of water; 40 large-scale landslides. (IFRC, 2 Sep 2021)",https://reliefweb.int/disaster/fl-2021-000129-ven
