disaster,month,year,status,disaster_type,affected_country,description,reference
Bangladesh: Floods and Landslides ,Jun,2015,Past Disaster,Flash Flood1 more,Bangladesh,"Since 24 June, torrential rains have set off flash floods and landslides in the low-lying areas in the south-eastern districts of Cox’ Bazar, Bandarban and Chittagong. The floods drowned hundreds of villages and killed at least 19 people, stranding over 200,000 according to thesituation reportpublished by the government’s Disaster Management Information Centre on June 28. The affected are facing a shortage of food supply, safe drinking water and are at the risk of being affected by water-borne diseases. (IFRC, 3 Jul 2015)Tropical Cyclone Komenhit on 31 July, affecting more than 1.5 million people across the coastal districts of Bhola, Cox’s Bazar, Chittagong, Nohakhali, Feni and Bandarban. Thousands of homes were reported flattened or flooded and power supplies were disrupted. More than 161 Red Crescent volunteers have been deployed in search and rescue, first aid and psychosocial support. In early August, while many of the people who evacuated are returning home, some still live on embankments in makeshift shelters. (IFRC, 6 Aug)",https://reliefweb.int/disaster/fl-2015-000068-bgd
India: Floods and Landslides ,Jun,2015,Past Disaster,Flash Flood2 more,India,"Since the last week of July and into early August 2015, heavy rainfall at several places has resulted in extensive flooding and displacement of people. The flooding has thus far claimed around 293 lives across the country, with one million people seeking shelter in relief camps. Over 13.7 million people are currently affected by the floods. The most affected states include Assam, Gujarat, Madhya Pradesh, Manipur, Odisha, Rajasthan and West Bengal. (IFRC, 14 Aug 2015)A depression formed over the Bay of Bengal, about 460 kilometres south east of Chennai in Tamil Nadu in early November 2015. Heavy rains and winds on 8 November 2015 caused the collapse of a two storey building under construction in Chennai, killing two young men. Roads are flooded, trees have been uprooted and electricity supplies in some areas have been cut. The state Government has closed schools and colleges in Chennai, Kanchepuram and Tiruvallur districts on 9 November 2015. The slum dwellers in Chennai and rural areas with thatched huts are the most severely affected by the heavy rains and wind. (ACT Alliance, 9 Nov 2015)Based on reports received through IRCS branches as of 27 November, details on impact of the floods are as follows:InAndhra Pradesh, the worst affected districts are Chittor, East Prakasam, Kudappa and Nellore. At least 30 deaths have been recorded across the state, 12 of them in the district of Nellore. At least 1.8 million people in some 1,200 villages have been affected, with 146 villages reported to have been marooned and approximately 740 livestock lost or affected across the state.In the district ofNellorealone, 86 villages were flooded, 120 houses damaged, at least 341 irrigation
systems damaged, 2,000 hectares of aqua culture ponds affected and 35,715 hectares of agricultural
land inundated.InTamil Nadu, the worst affected districts are Chennai, Cuddalore, Nagapattinam and Pondicherry. At least 200 deaths were reported across the state, with the floods displacing more than 400,000 people. There has been damage to livelihoods, with at least 20,000 hectares of agricultural land inundated. (IFRC, 1 Dec 2015)",https://reliefweb.int/disaster/fl-2015-000064-ind
Pakistan: Floods ,Apr,2015,Past Disaster,Flash Flood2 more,Pakistan,"Unseasonably early rainfall has been affecting parts of Pakistan since late February 2015. On 26 Apr, a severe storm in northwest Pakistan, dubbed a ""mini-cyclone"", killed 45 people. (DAWN, 28 Apr 2015)Heavy rainfall starting on 3 Jun resulted in flash floods in Khuzdar District, Baluchistan Province. According to initial reports, residents of the area were not able to evacuate in time. So far, nine deaths have been reported. District authorities are currently undertaking search and rescue operations as well as damage assessment. (ECHO, 5 Jun 2015)Heavy monsoon rains, the rapid melting of snow and outbursts from glacial lakes from 16 to 22 July 2015 have led to flash floods and the flooding of the Indus River in various locations across Pakistan. Chitral District in Khyber Pakhtunkhwa has been badly hit with an estimated 285,000 people affected. Areas in Gilgit Baltistan, Punjab and Sindh are also affected. The Pakistan Army and Government authorities are providing immediate response. OCHA is in contact with provincial and national disaster management authorities, and continues to monitor the situation. (OCHA, 22 Jul 2015)On 12 August, the IFRC allocated CHF 223,756 from DREF to support 2,880 people for 4 months to meet the immediate needs of flood-affected populations through provision of emergency shelter and essential household item assistance. (IFRC, 12 Aug 2015) The IFRC launched an Emergency Appeal of CHF 1,486,227 on 27 August to support 39,900 people for 6 months with provision of emergency health services, food, water and sanitation services, emergency shelter and essential household assistance. (IFRC, 27 Aug 2015) This appeal was revised down to CHF 550,477 to continue assistance to 38,570 people in the areas of food assistance, distribution of shelter and non-food items, water provision and health care. (IFRC, 18 Dec 2015)According to the report from Pakistan National Disaster Management Authority (NDMA) dated 14 September 2015, 1,572,191 people were affected by the floods in more than 4,111 villages, with 238 reported deaths and 232 persons injured. More than one million people were evacuated with 835 relief camps established. The flooding caused damage to houses, crops and infrastructure, with KP and Punjab amongst the Provinces worst hit. (IFRC, 18 Dec 2015)",https://reliefweb.int/disaster/fl-2015-000017-pak
Ghana: Floods ,Jun,2015,Past Disaster,Flash Flood1 more,Ghana,"Torrential rains started on 3 Jun 2015 and continued until the next day, impacting many parts of Ghana's Greater Accra region. The floods resulted in the displacement, loss of over 200 lives and loss of property and livelihoods. Red Cross assessment figures indicated that up to 46,370 people were affected; the Inter-Agency Working Group for Emergencies assessment indicated that 9,255 people have been displaced by the floods. (IFRC, 11 Jun 2015)The floods also resulted in an increase of cases in anongoing cholera outbreak.Rainfall was supposed to remain above average at the end of July. (FEWS Net, 24 Jul 2015)",https://reliefweb.int/disaster/fl-2015-000065-gha
Tajikistan: Floods and Mudslides ,May,2015,Past Disaster,Flood1 more,Tajikistan,"Prolonged torrential rains caused a number of floods and mudslides between 11 and 13 May 2015 in Khatlon province and Hoit administrative center of the Rasht valley of Tajikistan. According to the rapid assessment results received from the Committee of Emergency Situations and Civil Defense and the Red Crescent Society of Tajikistan, 296 families (1,776 people) were severely affected. Most of the houses were heavily damaged and rendered unusable. Roads, bridges, schools, agricultural fields, family plots and four schools were also affected and destroyed. The affected population urgently needs shelter, food, hygiene and sanitation, drinking water and household appliances. (IFRC, 20 May 2015)High temperature and rapid snow and glacier melting from 1 – 15 July 2015 triggered mudflows in Barsem and Kolkhozobod villages of Shugnan District. The mudflow that occurred on 16 July 2015 caused significant damage to infrastructure and households. Water, food and non-food items are among the highest priority needs for about 1,100 affected people. (UNCT Tajikistan, 18 Jul 2015)",https://reliefweb.int/disaster/fl-2015-000055-tjk
Central African Republic: Floods ,May,2015,Past Disaster,Flash Flood2 more,CAR,"On 24 Apr 2015, continuous storms resulted in extensive flooding, destruction of houses and loss of household belongings in several districts of Berbérati in south-western Central African Republic. According to a rapid assessment carried out by the local committee of the Red Cross, 210 households (1,109 people) were affected and 199 houses were destroyed. As of 5 May, the displaced population was being hosted by other households within Berbérati;  some were living in the open air. In addition, water and sanitation infrastructures had been submerged and contaminated, increasing the risk of spread of waterborne diseases. The situation was expected to worsen, as the CAR meteorological department had forecast that the rains will continue. (IFRC, 14 May 2015)",https://reliefweb.int/disaster/fl-2015-000053-caf
Colombia: Floods and Landslides ,Apr,2015,Past Disaster,Flash Flood2 more,Colombia,"Flooding, windstorms and landslides affected more than 20,000 people in Colombia in April 2015. The rainy season in the southern and western departments had a particularly strong impact in the Amazonas department near the Peruvian and Brazilian border. In this remote area, where information access is limited, the authorities reported more than 4,000 people affected by flooding along the Amazonas river. The population affected is significant, considering that this is one of the country’s least densely populated areas. The floods also had a major impact on nearby Brazilian Amazonia communities. (OCHA, 30 Apr 2015)On 18 May, heavy rains caused the overflowing of the river Liborina, triggering a landslide in the municipality of Salgar (Antioquia) in the northern part of the country. Houses and bridges were destroyed, and water and sanitation services were suspended, affecting about 18,000 people. (OCHA, 18 May 2015) By 25 May, the death toll stood at 83, and more than 25 people were still presumed to be missing. Authorities report 782 people affected and 126 homes damaged. Three shelters were opened, hosting 107 people. At least 675 affected people
sought refuge in houses of friends and relatives. (OCHA, 25 May 2015)Starting on 22 May, Arauca Department experienced heavy rains, which caused rivers to overflow. Close to 30,000 people were estimated to be affected. Houses and public spaces such as schools, health clinics and child centers, which were being used as emergency shelter, were also been flooded, leaving the population without secure shelter. (ACT Alliance, 29 May 2015)Overall, more than 41,000 people in 21 departments were affected by heavy rainfall events concentrated in the east on the Venezuelan border, on the Pacific coast and in the north in May (OCHA, 31 May 2015).Since end of May 2015 heavy rainfall has several impacted the departments of Arauca, Boyacá and Norte de Santander, leaving more than 5,000 people affected. (OCHA, 2 Jul 2015)
The overflow of Rio San Miguel in Putumayo, which started on 22 July, has impacted more than 1.600 families (8.100 people)  (OCHA, 5 Aug 2015)On 18 September, heavy rains occurred in several sectors of the municipality of Sucre, Department of Sincelejo producing flash floods which affected 139 people and damaging 87 houses. (ECHO, 20 Sep 2015)Early October more floods were registered in Tierralta after heavy rains in the department of Cordoba, leaving 290 families affected. (OCHA, 13 Oct 2015)",https://reliefweb.int/disaster/fl-2015-000056-col
Rwanda: Floods and Landslides ,Apr,2015,Past Disaster,Flood1 more,Rwanda,"On 3 April 2015, heavy rainfall caused flooding and landslides in Nyamasheke and Rubavu districts in Rwanda's Western Province. The Rwanda Red Cross Society estimated that 3,425 people (685 households) had been affected; and were being accommodated in nearby communities after their homes were damaged. It has been reported that 206 hectares of crops were inundated, and household items washed away. In addition, water supply and sanitation infrastructures was flooded, increasing the risk of water and airborne diseases. (IFRC, 21 April 2015)The operation has been duly completed and this preliminary report is issued in advance of the final report, which is pending the reimbursement of costs related to items that were procured without the agreement of the DREF appeal manager, or have not been distributed; and have since been pre-positioned, which is not eligible under the DREF guidelines. The final report will therefore be made available in the coming month as soon as these financial matters have been clarified. (IFRC Preliminary Final Report, 30 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000042-rwa
Kazakhstan: Flash Floods ,Apr,2015,Past Disaster,Flash Flood1 more,Kazakhstan,"A sudden rise of temperature in central and eastern Kazakhstan resulted in the fast melting of snow that caused floods on 8-9 Apr 2015. A state of emergency was declared in the regions of Akmola, Karaganda and Pavlodar, situated in the eastern and northern parts of Kazakhstan. The floods destroyed several villages, transportation infrastructure and bridges and disrupted electricity and water supplies. More than 12,000 people were evacuated. Five districts were affected in Karaganda region alone; the total number of the affected people is 12,670, and over 11,000 people have been evacuated from their homes after more than 1,700 houses in 35 settlements were flooded and damaged. Two unconfirmed deaths have also been reported in Karaganda region. Hundreds of people have been displaced in the other four affected regions as well. (IFRC, 20 Apr 2015)",https://reliefweb.int/disaster/fl-2015-000039-kaz
Somalia: Floods ,Apr,2015,Past Disaster,Flash Flood1 more,Somalia,"Somalia's seasonal Gu rains started in April 2015 in most southern and central regions and in late March in northern parts of the country, causing localized flooding which had displaced 16,000 people by 25 May. In Lower and Middle Shabelle regions, the floods were caused by high water levels in the upper stream of Shabelle river and led to the displacement of 13,500 people, while flash floods due to heavy rains in Gaalkacyo in Mudug region displaced 2,700 people. The floods have also destroyed about 6,800 hectares of farmland. (OCHA, 25 May 2015)According to the FAO’s Somalia Water and Land Information Management, (SWALIM), the Gu main rainy season (April-June) began in late March and ended in early May in many parts of the north and southern and central regions of Somalia. Most parts of the country received normal to above normal rainfall, which led to improved water availability and pasture growth, especially for pastoral and agro-pastoral dependent households. However, some places recorded significantly below normal rains. (OCHA, 16 Jul 2015)",https://reliefweb.int/disaster/fl-2015-000040-som
