disaster,month,year,status,disaster_type,affected_country,description,reference
Dominican Republic: Floods ,Jun,2023,Past Disaster,Flood1 more,Dominican Rep.,"Between 2 and 4 June 2023, the Dominican Republic experienced numerous incidents of urban and rural flooding, river overflowing, and landslides. The affected areas spanned several provinces, including Azua, Barahona, Bahoruco, Dajabón, Elías Piña, Espaillat, Independencia, La Vega, Pedernales, Santiago, and Santiago Rodríguez.In Valverde, partial damage to approximately 835 homes have been reported. Flooding of the La Ciénega river caused landslides that cut off communication roads between several communities as well as damage to 150 homes and collapse of the electricity system in San José de Ocóa. In the municipality of Jimani, a total of 183 houses were reported to have suffered damage; approximately 329 hectares of crops were completely destroyed. The province of Azua, especially in the municipality of Padre las Casas, reported that the overflowing of rivers and ravines left approximately 20,000 people without water services. According to a public health report from 7 June, an increase in diarrheic diseases and confirmed cases of cholera have been reported. (IFRC, 19 Jun 2023)On 24 August, Tropical Storm Franklin passed north over the Dominican Republic. [...] Franklin affected 680 homes (3 completely destroyed), left 24 communities isolated and forced some 3,390 people to evacuate, with approximately 89 people still sheltered across 9 evacuation centres, mostly in the San Cristóbal, Pedernales and Barahona provinces. Some 32 provinces remain under a yellow alert. As of 25 August, PAHO/WHO and media sources report that there has been one death, two missing people and two people injured. (OCHA, 28 Aug 2023)",https://reliefweb.int/disaster/fl-2023-000103-dom
Pakistan: Floods ,Jun,2023,Past Disaster,Flash Flood2 more,Pakistan,"On 10 June, heavy rains and rain-related incidents resulted in the loss of at least 33 lives and injuries to around 150 people inKhyber Pakhtunkhwa (KP)andPunjabprovinces. The damages include partial destruction of three schools, complete collapse of two houses, and partial damages to over 160 houses. In Chan village of the Khushab district in Punjab, three girls lost their lives when their house wall collapsed due to the intensity of the rain. Furthermore, 10 people were injured in rain-related incidents in Gujranwala. The torrential downpours and dusty winds resulted in power outages in various areas of both KP and Punjab. (OCHA, 15 Jun 2023)Severe weather-related incidents due to pre-monsoon rainfall continues to affect central and northern Pakistan, causing severe weather-related incidents that resulted in an increasing number of casualties and more damage and affecting mostly the Provinces ofPunjab, Khyber Pakhtunkhwa, BalochistanandAzad Jammu and Kashmir. According to the National Disaster Management Authority (NDMA), as of 6 July, the number of deaths increased to 50: 34 in Punjab, 10 in Khyber Pakhtunkhwa, five in Balochistan and one in Azad Jammu and Kashmir. (ECHO, 7 Jul 2023)The National Disaster Management Authority (NDMA) reports, as of 18 July, 99 fatalities, 175 injured people and 130 damaged houses across the country since 25 June. Media also report, as of 19 July, 11 more fatalities inIslamabad, due to a house collapsing caused by the heavy rainfall. (ECHO, 20 Jul 2023)According to the PDMA, heavy rains and flash floods between 17 July and 23 July resulted in the deaths of 11 individuals and ten people sustained injuries across multiple districts ofKhyber Pakhtunkhwaincluding Khyber, Swat, Batagram, Mansehra, Karak, Mardan, Shangla, Upper Kohistan, Upper Dir, Lower Dir, Buner, Malakand, Bajour, Abbottabad, Upper Chitral, and Lower Chitral. Heavy rains also caused damage to two schools and 109 houses, including 17 completely destroyed and 92 partially damaged. [...] InSindhprovince, six union councils of Dadu district are affected by the flood waters with an estimated 183 villages and 102,268 people affected as the main roads are underwater. InBalochistanprovince, 6 people died, 11 were injured, and 15 houses and 10 shops/boundary walls were damaged in rain-related incidents in Awaran, Zhob, Killa Saifullah and Nasirabad districts. InPunjabprovince, 10 people died and 13 others were injured in rain-related incidents (roof collapse, drowning) in the districts of Lahore, Gujranwala, Okara, Rawalpindi, Faisalabad, and Bahawalpur. (OCHA, 24 Jul 2023)The death toll from rain and flood related incidents reached 179, with over 264 people injured, mostly inPunjab(67) andKhyber Pakhtunkhwa(51). Similarly, 1,594 houses were damaged, mostly in Balochistan (445). InSindh, 183 villages of district Dadu were affected as access roads are flooded; 70 villages of Pir Jo Goth and Gambat were severed after the Indus river inundated Katcha area of Khairpur district; 324 houses were damaged in Jacobabad and Sukkur districts. InBalochistan, the government has declared Jafferabad, Sohbatpur, Kharan, Jhal Magsi, Punjgoor, and Washuk districts as calamity hit and requested humanitarian assistance. In Washuk and Kharan districts, 2,800 houses were damaged due to flash floods after the Panjgur-Newan dam has been broken by recent monsoon. InGilgit-Baltistanregion, flash floods and mudslides blocked Karakoram Highway; 80 houses have been damaged and 250 km of roads have been affected. (ECHO, 31 Jul 2023)Since the start of the monsoon season, a total of 196 people died, more than 200 were injured with thousands of houses damaged across the country, particularly inBalochistanwhere 3,838 houses were damaged. A total of 29,282 individuals are displaced in flood affected districts so far. Major needs assessed by partners include food, clean drinking water and safe shelters. More specifically, inAzad Jammu & Kashmirregion, so far 16 people died, and 444 houses damaged. InChitral, since mid-July, 672 houses were fully and partially damaged, in addition to 230 irrigation channels, 217 water supply schemes, 68 bridges, 38km of roads, 13 micro hydel powerhouses, 87 shops, 19 vehicles, 37 mills, and 119 cattle sheds. Emergency has been declared until 15 August. (ECHO, 7 Aug 2023)According to media, as of 27 August, 16 people died, 36 have been injured and more than 150,000 people have been evacuated in centralPunjabProvince in eastern Pakistan where several hundred villages have been inundated due to floods of the Sutlej River. (ECHO, 28 Aug 2023) The National Disaster Management Authority (NDMA) reported the evacuation of more than 378,000 people and over 20,000 animals to secure locations. (OCHA, 28 Aug 2023)Since 17 August, weeks of heavy monsoon rain flooded Sutlej River in Pakistan. The high flood destroyed levees and villages at several places, displacing more than 162,257 people and submerging 153,231 acres of land with standing crops. According to media, the Provincial Disaster Management Authority (PDMA) ofPunjabhas set up 178 relief camps and 95 medical camps in the affected districts. The water level in Sutlej River has reached ""extremely high level"" in Bahawalnagar that entered in 90 villages along the riverbank. (ECHO, 31 Aug 2023)Heavy rainfall has again affected Pakistan since 1 September. Since the onset of monsoon, 394,314 individuals have been displaced in flood affected areas, mostly in Punjab (323,612).Punjab, Sindh,andBalochistansuffered the most damages to houses and shelters. Partners reported 79,489 confirmed malaria positive cases as of 1 September 2023. (ECHO, 4 Sep 2023)The number of casualties and evacuated people is still increasing due to the monsoon rainfall that has been affecting several provinces of Pakistan causing severe floods and a number of severe weather-related incidents. Over the last 24 hours, the National Disaster Management Authority (NDMA) reports two fatalities across theKhyber Pakhtunkhwa (KP)Province and seven injured people: three in KP and four more inPunjabProvince. In addition, four damaged houses were reported across both provinces.Since 25 June, NDMA reported 226 fatalities, 349 injured people, more than 547,400 evacuated and rescued people and nearly 5,800 damaged houses across the country.NDMA assisted the population also with 349 relief camps and 249 medical camps. As of 25 September, the EU released an additional EUR 1 million to address most pressing needs of vulnerable people in the Provinces of Balochistan, Sindh, Punjab and Khyber Pakhtunkhwa. The allocation will provide multi-sectoral humanitarian assistance (multi-purpose cash assistance, shelters and non-food items). (ECHO, 28 Sep 2023)",https://reliefweb.int/disaster/fl-2023-000119-pak
Argentina: Floods ,Jun,2023,Past Disaster,Flash Flood1 more,Argentina,"On 29 May, the Undersecretary of Emergencies and Civil Protection of the Municipality of Quilmes formally requested support from the Argentine Red Cross to assist families affected by flash floods in the municipality of Quilmes, province of Buenos Aires, Argentina.As of 1 June, the municipal government reported that approximately 4,000 families (20,000 people) have been affected (out of a total of 221,850 households in the municipality), mostly in the neighborhoods located along the banks of the Piedras, Santo Domingo and San Francisco streams. Rainfall exceeded 130 millimeters in some municipalities, causing streets to flood and streams to overflow. (IFRC, 7 Jun 2023)On 28 June, the Argentine Red Cross received a new formal request from the government to support families affected
by recent flooding in the Province of Neuquén, situated approximately 1,000 km away from the Province of Buenos
Aires. As of 5 July, over 20 localities have experienced the impact of the hydro-meteorological event, compounded by
pre-existing vulnerabilities stemming from their geographical location. The northern part of the province has
witnessed a return to normal river conditions. However, in the central and southern regions, water flows remain
high and continue to rise, leading to ongoing emergency situations. (IFRC, 18 Jul 2023)",https://reliefweb.int/disaster/fl-2023-000089-arg
Italy: Floods ,May,2023,Past Disaster,Flood1 more,Italy,"In a span of 6 days, from 01 May 2023 to 17 May 2023, there were two consecutive events in Emilia-Romagna that resulted in a total of 80 hours of rainfall. After the first event, managed at the regional and local levels, applying the contingency plans previously defined, and closed a second, out-of-scale event, happened. There have been 379 landslides in 57 municipalities, with 672 road closures, including 414 complete closures, leaving parts of the rural area isolated. There are 23,000 evacuees distributed among Ravenna, Forlì, Bologna, and Rimini. In Conselice, due to the particular geographical situation, the community has been hit three times. Strong intervention is also needed in Faenza, where water has reached the second floor of some houses.. (IFRC, 2 June 2023)",https://reliefweb.int/disaster/fl-2023-000088-ita
Bosnia and Herzegovina: Floods ,May,2023,Past Disaster,Flood1 more,Bosnia and Herzegovina,"The northwestern area of Bosnia and Herzegovina experienced extensive and intense rainfall, leading to swelling of the Una and Sana rivers, along with their tributaries, and causing widespread flooding in the region. The rainfall on 14 - 15 May exceeded forecasts and triggered a flood wave. [...] The situation further worsened on the night of 15 - 16 May, with an additional rainfall of about 40mm, spreading the flood wave across the wider area. The rising water levels of the Una and Sana rivers, along with their tributaries, caused flooding that had already impacted the population of the northwestern part of Bosnia and Herzegovina on 15 May. [...] The flood, which impacted the territories of 12 municipalities in the northwestern region of Bosnia and Herzegovina, directly affected 887 households. These households experienced substantial damage to residential properties and essential infrastructure required for daily activities and the livelihoods of the local population. Moreover, numerous crops and agricultural land, which serve as a primary source of income for a significant portion of the affected population, were destroyed. [...] Over 40 residents were placed in life-threatening situations, and more than 10 households had to be displaced. Additionally, hundreds of homes were subjected to significant levels of humidity during the water surge, posing a health risk to the population in the coming period. (IFRC, 31 May 2023)",https://reliefweb.int/disaster/fl-2023-000079-bih
Tropical Cyclone Mocha ,May,2023,Past Disaster,Flood1 more,Myanmar3 more,"A new tropical cyclone named MOCHA formed over the southern Bay of Bengal on 11 May and started moving north-east toward western Myanmar. On 11 May at 0.00 UTC its centre was located over the sea approximately 460 km west of the Andaman and Nicobar Islands (India), with maximum sustained winds of 65 km/h (tropical storm). (ECHO, 11 May 2023)After the local authorities issued evacuation advice for low-lying and coastal areas in Buthidaung, Maungdaw, Myebon, Pauktaw, and Sittwe townships inRakhine,more than 100,000 people, including some displaced people, moved to designated evacuation shelters by 13 May. Many others have moved to stay with relatives on higher ground. In the Northwest, as of 13 May several buildings, including monasteries, schools, and religious sites were designated as evacuation centers by local authorities in light of the expected impact inChin, Magway and Sagaing. (OCHA, 13 May 2023)Extremely Severe Cyclone Mocha crossed the coast between Cox’s Bazar in Bangladesh and Kyaukpyu township in Myanmar at lunchtime on 14 May (local time) packing winds estimated at around 250 kmph, making it one of the strongest cyclones on record in the country. [...] The UN and its humanitarian partners have spent the week preparing for the cyclone’s arrival and have been pre-positioning stocks and personnel ready to assess and respond to needs as soon as it is safe to do so. (OCHA, 14 May 2023)Tropical Cyclone MOCHA made landfall in Myanmar close to Sittwe City (RakhineState, bordering with south-eastern Bangladesh) on 14 May in the morning (UTC) with maximum sustained winds up to 250 km/h. InMyanmar,five fatalities, over 700 injured people, over 100,000 evacuated people, severe damage to Rohingya Internally Displaced Persons (IDPs) camps and houses were reported across Sittwe area and western Rakhine. InBangladesh,according to National Disaster Response Coordination Centre, a total of 414,170 people and 23,027 livestock were evacuated in 7,040 shelters in 14 coastal districts. Significant damage to thousands of refugee shelters and key facilities in camps and host communities in Cox’s Bazar district are reported but no loss of lives. InIndia,the authorities report 595 evacuated people and 2,995 affected people across Mizoram. (ECHO, 15 May 2023)In Myanmar, acrossRakhine, Chin, Magway, Sagaing, Kachinstates and south-easternBangladesh (Chattogram Division), DG ECHO and UN OCHA reported 41 fatalities, around 700 injured people, and approximately 100,000 evacuated. The worst affected is western Rakhine, which includes several Rohingya Internally Displaced Persons (IDPs) camps, which have been significantly damaged. Approximately 50 destroyed houses were reported across Sagaing. Severe flooding has affected more than 100,000 people in villages in Magway and Sagaing. (ECHO, 17 May 2023)Bangladesh:The initial damage information shows that a total of 4 districts, 26 upazilas (sub-districts), 99 unions, and 429,337 Bangladeshi nationals were affected by Cyclone Mocha. The damage to houses included 2,052 fully damaged and 10,692 partially damaged. There has been no case of casualties but a number of people from affected areas have been reported to be injured. Saint Martin is one of the union of Teknaf upazilla and a remote island of Bangladesh which have been directly impacted by Cyclone Mocha. According to information from Saint Martin UP Chairman, 700 houses were fully damaged, 250 houses partially damaged, 3500 trees uprooted, 100 stores/shops damaged. [...] Currently, approximately 1,000 households are still in cyclone shelters with limited access to cooking and sanitation facilities. (Start Network, 18 May 2023)Myanmar:One week after Cyclone Mocha, a clearer picture is emerging of the depth of destruction as humanitarians work to expand assistance across affected areas. Sittwe and Rathedaung are the hardest hit areas inRakhine.Shelter damage there is significant across all communities. Destruction of public infrastructure, as well as disruptions to water systems, continue to limit access to clean drinking water in Rakhine, increasing the risk of waterborne diseases especially among the affected population. [...] The cyclone has led to an increase in the number of unaccompanied children in Rakhine, highlighting the urgent need for child protection and appropriate support services. (OCHA, 21 May 2023)A rapid analysis of contamination and incident data from Cyclone Mocha’s worst-hit areas inMyanmarhas found that 60 per cent of the landmine incidents reported in the first quarter of 2023 were in areas that have now been affected by the cyclone. Of these, 90 per cent are reported from the highest impact area (red zone), where winds exceeding 120kmph were recorded. Nearly half of the villages that have reported contamination with high confidence (evidence of landmines reported) are located within this red zone. Moreover, nearly half of the villages that have reported contamination with lower confidence (suspicion of landmine contamination) are also in the red zone. (OCHA, 23 May 2023)An estimated 7.9 million people experienced winds in excess of 90km/h, with 3.4 million facing destructive winds over 120 km/h. The strength of shelters and pre-existing vulnerabilities are emerging as the key determining factors in the severity of impact and needs. InRakhine, barely a home has escaped damage in the state capital Sittwe and in Rathedaung where the impact of the cyclone was strongest. An estimated 85 per cent of the shelters in IDP camps and sites are thought to have been destroyed. Many of those most severely affected are now living in temporary sites, in monasteries or in the open. A massive debris clearance and rebuilding effort has been underway across the impact zone since the cyclone with local authorities working to gradually reconnect telecommunications and electricity services particularly in the state capital Sittwe. Schools have been heavily affected, and efforts are underway to have learning facilities available for the start of the school term in June. Health facilities have also been badly damaged. In the Northwest, severe flooding affected more than 120,000 people acrossChin, Sagaing, and Magway,with an estimated 150 villages and wards across 20 townships impacted. Infrastructure has been damaged and destroyed while floods have washed away animals, crops and personal belongings. Over 300 community learning centers were partially or totally damaged, with roofs ripped off and walls broken. (OCHA, 25 May 2023)A $333m Flash Appeal has been launched to support 1.6 million people in Rakhine, the Northwest, and parts of Kachin. While approval is still pending for the widescale transport of supplies and distributions, humanitarian partners have been providing shelter, water, sanitation, health and emergency food support wherever they have existing stocks and access. In Rakhine alone, the World Food Programme has reached more than 107,000 people with food support. Additionally, 7,700 households have received shelter materials and other essential relief items, while more than 30,000 liters of drinking water have been distributed. In the Northwest, affected people have been provided with cash assistance for shelter repairs, and more than 4,500 people have received hygiene kits, among other responses. (OCHA, 29 May 2023) [...] Approximately 80 per cent of schools and educational infrastructure reportedly sustained damage ahead of the start of the new school term. (OCHA, 31 May 2023)The monsoon season has arrived in Myanmar, further worsening the living situation facing people whose homes were damaged or destroyed by Cyclone Mocha. Heavy rains and some flooding were observed in areas that were already heavily impacted, further hampering the recovery process for people whose coping capacities are already stretched to the limit. Against this backdrop, access restrictions have escalated. Existing TAs that had been facilitating assistance delivery in Rakhine have been suspended pending centralized discussions in Nay Pyi Taw through the Disaster Management Committee. Using these existing approvals, humanitarians had been reaching a growing number of people in need. More than 113,200 people in the affected areas have received shelter and other relief items, while food assistance has reached more than 293,800 people inRakhinealone. [...] Humanitarians had been hoping to scale-up their operations in the coming weeks, but this centralized decision on TAs now puts that on hold. Initial approval for humanitarian distribution and transport plans across 11 townships have also been rescinded pending additional deliberations in Nay Pyi Taw. Similar plans for Chin are also not yet approved. (OCHA, 8 Jun 2023)One month after Cyclone Mocha hit Myanmar’s coastal area on 14 May, the de facto authorities have suspended humanitarian access inRakhine,stopping life-saving aid distributions to affected communities. Humanitarians have reached almost 300,000 people with food in Rakhine alone and more than 110,000 people with shelter support and relief items. Additionally, nearly 12,500 affected people in Rakhine state, the Northwest region andKachinstate received healthcare services. However, needs are enormous especially with the monsoon season well underway with many people left homeless by the cyclone and water systems severely damaged. [...] Generous funding is also vital with only US$10.3m received against a US$333 million Flash Appeal that aims to reach 1.6 million cyclone-affected people in the affected areas. (OCHA, 12 Jun 2023)The approval of the distribution and transportation plans for the Cyclone Mocha response inRakhine and Chinremains pending. Significant conditions, imposed by the State Administration Council, remain in place for the replenishment of relief supplies from outside the country and some have not yet been approved. [...] Meanwhile, efforts are underway to engage with the de facto authorities at the Nay Pyi Taw and regional level to try and expand access to people in need. This included high-level engagement with Union ministers by the RC/HC ai and UN agencies in Sittwe. Despite the humanitarian access restrictions, aid organizations have been delivering vital assistance to cyclone-affected communities where they have authorizations and supplies. More than 144,000 affected people have received shelter and other essential relief items in Rakhine and other areas since the cyclone. However, only a fraction of damaged and destroyed shelters have reportedly been repaired, leaving thousands of people without a proper roof over their heads during the monsoon season and exposing them to overcrowding and lack of privacy in the few shelters that remain functional. (OCHA, 19 Jun 2023)As schools reopen amid the devastation caused by Cyclone Mocha, more than 300,000 learners require educational support, and an estimated 1,246 schools are heavily damaged across Rakhine and the Northwest. [...] Travel authorization issues pose challenges to the operations of Cluster partners, severely delaying the delivery of response activities. In Kyauktaw township, the need for partners to actively provide education services during emergencies hampers education delivery in critical situations. Cyclone-affected areas across the country are struggling with debris that has yet to be cleared, slowing down the repair and reopening of schools. The persistent aerial attacks on schools have exacerbated the humanitarian situation for learners. These attacks not only endanger the lives and well-being of students but also threatens the stability of the education system. (UNICEF, 3 Jul 2023)InRakhine, three months following Cyclone Mocha, decision making for the cyclone response continued to be centralized in Nay Pyi Taw which has significantly delayed disaster response. [...] Shelter assistance remains a primary concern with more than 72,000 Rohingya and Kaman IDPs in camps being in need of shelter reconstruction, 10,000 Rohingya and Kaman IDPs living in makeshift shelters being in need of shelter assistance, and more than 55,000 Rakhine IDPs being in need of shelter assistance. (OCHA, 8 Sep 2023)As of 17 November 2023, Myanmar Red Cross Society (MRCS) has reached 290,003 people from 58,000 households in relief assistance, including, shelter, livelihood, health and hygiene items, and multi-purpose cash assistance. [...]  The situation in Rakhine took a downturn in early November 2023, marked by clashes between armed forces in the state. [...] Since 13 November 2023, humanitarian access has been mostly limited. [...] The supply chain in the country is fluctuating due to price hikes and goods availability in the market for local procurement. This situation creates uncertainty in providing essential household item assistance to targeted communities. (OCHA, 26 Dec 2023)",https://reliefweb.int/disaster/tc-2023-000069-mmr
DR Congo: Floods and Landslides ,May,2023,Past Disaster,Flood1 more,DR Congo,"Very heavy rainfall has been affecting the eastern Democratic Republic of the Congo (DRC, also known as Congo-Kinshasa), in particular the South Kivu Province (bordering with Rwanda and Burundi), over the last week, causing rivers to overflow (particularly Cibira/Cabondo and Nyamukubi Rivers) and flash floods that have resulted in casualties and severe damage. The worst affected area is the Kalehe Territory (north-eastern part of South Kivu Province). Media report, as of 8 May, up to 400 unconfirmed fatalities, with an uncertain number of persons still missing and dozens of houses destroyed across the Kalehe Territory. Over the next 24 hours, more heavy rainfall is forecast over the whole South Kivu Province. (ECHO, 8 May 2023)From 2 to 5 May 2023, torrential rains fell in the localities of Bushushu, Nyamukubi, Luzira and Chabondo in the Kalehe territory of South Kivu province in the Democratic Republic of Congo (DRC). This caused the Lukungula, Kabushungu, Kanyunyi and Chishova rivers to burst their banks, resulting in flooding and landslides in Bushushu and Nyamukubi. More than four hundred people have been reported dead from that incident, thousands of people are missing and huge losses in livelihoods, infrastructure and materials were recorded. On 9th May, the DRC Red Cross assessment revealed that Bushushu and Nyamukubi were the areas most affected by the floods across South Kivu Province from 2nd May. Bushushu and Nyamukubi health areas have experienced shocking floods and landslides. Around 50,000 people were affected and need food assistance in the flood zone (WFP, 12 May), 3,000 houses were destroyed (with 1,200 completely destroyed), the affected people are still in the sites. (IFRC, 23 May 2023)As of 27 May 2023, more than 443 people have died as result of the massive flooding and mudslides in Bushushu and Nyamukubi in Kalehe territory in South Kivu province, and more than 2,536 people are still missing. Overall, 4,653 household have been directly affected while 2,094 households host other families. (UNICEF, 05 Jun 2023)A landslide triggered by the heavy rainfall that has been affecting the north-western Democratic Republic of the Congo occurred on 17 September in Lisal City, north-western Mongala Province, leading to casualties. According to media, as of 17 September, at least 17 people died, some people are still trapped under the debris and several houses have been destroyed along the Congo River. The toll is still provisional. For the next 24 hours, heavy rainfall is still forecast over northern and central Democratic Republic of the Congo, with locally very heavy rainfall in the northern part of the country. (ECHO, 18 Sep 2023)",https://reliefweb.int/disaster/fl-2023-000067-cod
Rwanda: Floods and Landslides ,May,2023,Past Disaster,Flood1 more,Rwanda,"In the past few days, particularly on 2-3 May, heavy rainfall hit the northern, western and southern provinces of Rwanda, causing floods, triggering landslides and leading to casualties and damage. According to the Government of Rwanda, at least 127 people have died across the affected provinces, media report several injured people and some others still missing. In addition, some houses collapsed, and two main roads are impassable due to flooding and landslides. Rescue interventions conducted by the national authorities are ongoing across the worst-hit locations. For the next 24 hours, moderate rain is expected over most parts of the country. (ECHO, 4 May 2023)It is one week since heavy rain flooded part of Rwanda’s western and northern provinces, and a huge clean-up operation is underway. The impact has been devastating in the region, with 131 people losing their lives and close on 6,000 homes destroyed. The heavy rains swept away everything in their path demolishing homes, cutting off roads, and wiping out crops and livestock. (Trócaire, 12 May 2023)After the severe floods and landslides that affected northern, western and southern Provinces of Rwanda on 2-3 May, the death toll has increased and further damage has been reported. Media reports, as of 16 May, up to 131 fatalities, and more than 5,800 displaced families across the affected Provinces. Key assets and infrastructure were also damaged including 6,391 houses, 2 health centres, 29 bridges, many national and district roads, numerous voltage lines as well as 5 power stations. 58 schools were affected. Over the next 24 hours, more rainfall is forecast over western Rwanda. (ECHO, 16 May 2023)The Emergency Relief Coordinator, Martin Griffiths, has allocated $1.5 million from the Central Emergency Response Fund (CERF) to support the Government-led response to the floods and landslides which struck Rwanda in early May. ... the northern, western, and southern provinces of Rwanda were hit by heavy rainfalls in May, causing deadly floods and landslides. More than 100 people died and 18,000 have been displaced. Homes, roads, as well as crops and livestock have been severely impacted. (UNDCG, 9 Jun 2023)",https://reliefweb.int/disaster/fl-2023-000064-rwa
Yemen: Floods ,Apr,2023,Past Disaster,Flood,Yemen,"Areas in southern, central and western Yemen have been affected by torrential rainfall in early April, causing floods and resulting in casualties and damage. This is the second time in a month that Yemen is hit by floods, affecting the already vulnerable population of Yemen. In mid-March, IDP-hosting sites in Marib Governorate were affected by floods. According to [GDACS] and media, at least five people have died, including in Shabwah and Abyan Governorates. In addition, at least 30 houses have been destroyed or damaged in south-western areas by flash floods, displacing people. (ECHO, 11 Apr 2023)In the past week, heavy rainfall continued to affect much of Yemen, flooding fields and causing massive dam failures that led to the death of four people in Al Mahwit. Other areas that experienced heavy rainfall that led to submerged streets and homes damaged leaving behind devastation include central Ibb and much of the Highlands. More severe weather is forecast, and several parts of the country are at risk of experiencing flooding from record rainfall events in the coming week (Fig. 1). The expected floods are especially likely to affect over 5,000 people in Wadi Zabid (Al Hudaydah/Dhamar/Ibb), over 2,000 in Siham (Sana’a/Raymah/Al Hudaydah), and in Mour (Hajjah/Al Hudaydah), over 1,000 in Tuban (Lahj/Al Dhale’e/ Ibb), and in the north part of Wadi Harad (west Sadah), over 800 in Rimah (Raymah/Dhamar), and in Banna (Abyan/Lahj/Al Dhale’e), and about 700 in Sordud (Al Mahwit/Sana’a). (FAO, 4 May 2023)Intensified short-duration rainfall events reported across much of Yemen; Floods damaged spate irrigation infrastructure across the country’s main wadies;
Heavy rainfall also triggered hazardous rockfall in Yarim District, Ibb governorate; According to field reports, overall 31 people died, 37 were injured, and 3 were reported missing in the wake of the April floods. (FAO, 17 May 2023)Severe flooding has affected over 165,000 individuals in over 70 districts across Yemen, causing loss of life and damages to shelters, crops, and infrastructure. Displaced populations are particularly affected. Flooding has reportedly washed away shelters and belongings at Internally Displaced Persons (IDP) sites, leading to further displacements. (ECHO, 13 Jun 2023)",https://reliefweb.int/disaster/fl-2023-000068-yem
Tanzania: Floods ,Apr,2023,Past Disaster,Flood,Tanzania,"On the night of 1st April 2023, the villages around the Ruvuma River experienced severe floods as a result of heavy downpours from the ongoing monsoon rains. So far, this flood has affected the village of Kivava, especially in the suburbs of Sokoni and Kivukuni, villages of Angazo, and Kilamboma, and making 1,400 people displaced, representing 395 households affected in the suburbs of the market and the port. These 1,400 displaced people have been moved to temporary shelters in primary schools that are elevated due to their houses being surrounded by water. In addition, about 60 houses have collapsed with more than 100 toilets having collapsed and fields having been destroyed by water. The road from the village of Angazo to the village of Kilambo has been damaged, thus causing a lack of transportation and communication between those areas. Kivava village is one of the 110 villages in the district council. This village has 4 neighborhoods which are sokoni, kivukoni, dinanji, and lilumbi, the number of residents in this village is 1,976 and there are 518 households. The main economic activity in the village is agriculture and food business. The cultivated crops are rice, sorghum, cassava, cashews, coconuts, and legumes. Most of the agricultural areas were washed away by floods. TRCS branch (Mtwara Red Cross regional team) aside from local authorities visited the affected villages on 5th April and issued initial assessment data to start guiding the first emergency assistance to the affected communities through local actions. TRCS branch, further to this assessment provided first distributions and helped the local authorities in the initial food distribution. (IFRC, 14 Apr 2023)",https://reliefweb.int/disaster/fl-2023-000056-tza
