disaster,description,url
Kazakhstan: Floods - Mar 2024,"More than 13,000 people have been evacuated and more than 1,500 private houses have been flooded. There are 6,461 people in temporary accommodation centres, including 2,570 children. 53 settlements remain without transport communication. The floods are not yet past their peak and are expected to intensify and occur in several more regions. […] (IFRC, 1 Apr 2024)Severe flooding, mainly due to rapid snow melting caused by warm temperature, continues to affect south-western Russia and the neighbouring north-western Kazakhstan since early April, resulting in casualties and widespread damage. The flooding also worsened after a dam broke on 5 April in the area of Orsk City (south-eastern Orenburg region) and by river embankement failures, particularly of the Volga, Ural, Tobol and Ishim rivers. [...] In Kazakhstan, national authorities and IFRC report two fatalities, approximately 86,000 affected people and around 3,400 flooded houses across several regions. The most affected area is the Atyrau region. (ECHO, 10 Apr 2024)State authorities declared local state of emergency in 30 locations of 10 regions. More than 86,000 people have been evacuated and more than 3,700 private houses remain flooded. Over 8,400 people, including 4,000 children, have been placed in temporary accommodation centres, such as schools and social adaptation centres. Fifty-nine settlements remain without transport and communication. The floods have killed 5,711 heads of livestock, 1,013 of which have already been buried. More than 60,000 heads have been relocated so far. 17,000 people, 1,895 vehicles, 772 water-pumping means, and 68 swimming means, eight aircrafts of the Ministry of Emergency Situations (MoES), Ministry of Internal Affairs (MoIA), Ministry of Defence (MoD), local executive bodies, and organisations are involved in rescue operations. The state has also mobilised the army, police, and the national guard to support in evacuations, water pumping, and establishing water protection constructions. (IFRC, 11 Apr 2024)Severe floods and flash floods continue to affect south-western Russia and the neighbouring north-western Kazakhstan since 3 April, resulting in more evacuated people and severe damage. In Kazakhstan, the Ministry of Emergency Situations reports, as of 15 April, nearly 111,200 evacuated people (of which over 6,800 in a number of evacuation centres), approximately 5,500 flooded houses, around 180 flooded roads and nine collapsed bridges across Akmola, Aktobe, Kostanay, Atyrau and North Kazakhstan Regions. (ECHO, 15 Apr 2024)As at 17 April, the flooding continued, with water still not receding in the flood-affected regions. Work to protect riverbanks and discharge water also continued (Caravan 22/04/2024). The flooding is a result of rapid snow melting and river flooding (Radio Azattyk 01/04/2024). As at 19 April, floods had evacuated or displaced approximately 118,200 people, almost 44,300 of whom were children, and inundated around 6,000 homes. By 22 April, around 24,500 people had returned to their homes, while 8,850 remained in shelters. As at 18 April, the flooding had killed seven people (Caravan 22/04/2024). (ACAPS, 23 Apr 2024)Since March 2024 Northern and Western Kazakhstan has been awfully affected by the floods. Dams were breached and reservoirs overflowed, causing widespread devastation and displacing over 119,000 people, including 44,000 children. [...] while 61,000 people have returned to their homes, 53,000 are staying mostly with relatives and 5,000 people are still in temporary accommodation. [...] The situation in Atyrau reached its peak on May 24, when a dam broke down, requiring the erection of another protective structure and the deployment of supplementary equipment. [...] Nineteen families, comprising approximately 130 individuals, are temporarily housed in a school, lacking resources for renting accommodations or relying on relatives. (Caritas, 12 Jun 2024)More than 118,000 people have been evacuated, while more than 12,000 residential buildings and over 7,000 summer houses have been flooded. As of 25 June 2024, more than 67,000 people have returned home and 3,664 people stay in evacuation centres. While initial estimates confirmed that the floods have killed 5,711 heads of livestock, a total of 12,000 heads of cattle have died as a result of the floods (12,000 heads), which amounts to one per cent loss to the total livestock in the country, which is not expected to affect the meat market. According to the Ministry of Agriculture, based on the information collected from flood-affected regions, the sowing campaign and cereal harvest are not expected to be affected. (IFRC, 12 Jul 2024)",https://reliefweb.int/disaster/fl-2024-000039-kaz
Uruguay: Floods - Mar 2024,"Between March 16 and 22, Uruguay experienced a series of adverse weather events that generated serious situations in different regions of the country with consequences such as floods, falling trees, road closures, displacement of people who evacuated their homes. More than 100,000 individuals are estimated to have been impacted by the floods, with over 6,000 people displaced from their homes across various departments nationwide, primarily in Florida, San José, and Canelones. Evacuations have occurred in shelters and with friends and family, leading to an undercount due to unregistered self-evacuations. (IFRC, 4 Apr 2024)",https://reliefweb.int/disaster/fl-2024-000048-ury
Cuba: Floods - Mar 2024,"On 23 March Cuba experienced intense rains and local thunderstorms that have swept through the entire western and central regions of the country before advancing towards the Eastern Region later that afternoon. The provinces most severely impacted thus far are Artemisa, Mayabeque, Matanzas, and Havana. Havana, in particular, has witnessed significant incidents of severe flooding, caused by the overflowing of the Luyano River. The torrential downpours have inflicted damage across various sectors, including infrastructure, with partial and total roof collapses, disruptions to the power grid affecting over 270,000 individuals, agricultural losses, and livelihood setbacks. As of 25 March, the UN Country Team in Cuba has reported the evacuation of nearly 1,000 individuals in the capital, primarily due to multiple landslides. (IFRC, 6 Apr 2024)",https://reliefweb.int/disaster/fl-2024-000043-cub
Afghanistan: Floods - Mar 2024,"Heavy rainfall across Afghanistan on 29 and 30 March has destroyed more than 1,500 acres of agricultural land and resulted in severe damage to over 540 homes, as well as other critical infrastructure across seven provinces, including six bridges and 450 km of road. Based on initial reports and assessments, the provinces where most damage has been reported are Faryab province in the Northern region, Nangarhar province in the Eastern region, and Daikundi province in the Central Highlands region. This is the third time that the Northern region has experienced flooding in less than a month, with seven people killed and 384 families affected in heavy rains that occurred on 21 and 26-27 March. As of 30 March, there have been no reports of displacement due to the floods. (OCHA, 30 Mar 2024)[...] The health facility in the Kamgal area suffered damage due to a landslide, impacting local access to essential health services. In Kunar, the primary route between Wama and Parun was temporarily obstructed on March 30 by rockslides, disrupting transportation and relief access. Similarly, in Nuristan, the Neshagram village road to Waygal district has been blocked due to landslides, severing the connection of approximately 1,000 to 2,000 families with essential services and the district center. (IMC, 3 Apr 2024)Between 10 and 16 April 2024, Afghanistan experienced heavy rains and flash floods across the central, central highlands, northern, northeastern, southern and western regions. Preliminary reports indicate that almost 1,590 families have been affected, with 35 people killed and another 47 people injured, while 46 families have been displaced. The most severely affected provinces that had fatalities were Badghis (4), Farah (2), Hilmand (5), Kabul (3), Kandahar (4), Laghman (2), Nangahar (1), Parwan (2) and Uruzgan (12). Additionally, more than 930 houses have been destroyed (198) or damaged (738), along with around 63,700 acres of agricultural land and at least 470 livestock reportedly killed.A new wave of rains is expected in the central, south, southeast and southwest regions of the country over the next week, with up  to 30 mm of rainfall daily. These volumes are of concern because water reserves are filled to capacity, thus flooding is to be anticipated. (OCHA, 18 Apr 2024)The humanitarian impact continues to rise following heavy rainfall and floods that have been affecting several provinces of Afghanistan, particularly Badghis, Uruzgan, Farah, Paktia, Zabul, Helmand, Kunar, Kabul, Badakhshan, Ghor, Kandahar, Takhar, Parwan, Herat, Ghazni, Laghman, Nimroz, and Sar-e-Pol. As of 23 April, media report at least 90 fatalities, and dozens of injured people. In addition, more than 2,000 houses have been damaged, and thousands of livestock have died across the country. (ECHO, 24 Apr 2024)On 10 and 11 May, heavy rainfall and flash floods struck northeastern Afghanistan, affecting 21 districts across Badakhshan (5), Baghlan (10) and Takhar (6) provinces. Initial reports indicate 180 fatalities and more than 240 injuries across the three provinces. 8,975 homes were either destroyed or damaged leaving thousands without shelter. In addition to damage and destruction to roads, bridges, and public schools, 11 health facilities across Baghlan and Takhar provinces have been affected disrupting health and nutrition services, and 4,260 livestock have been lost. (OCHA, 12 May 2024)Heavy rainfall in central Afghanistan has caused a new wave of flash floods on the 17 May 2024. This is while the country still reeling from last week's devastating floods. The newly affected provinces are Ghor, Faryad, Sar-e Pul, Samangan, Balkh and Badghis. (IFRC, 18 May 2024)On 17 and 18 May, heavy rainfall led to flash floods in the Northern and Western regions of Afghanistan, impacting 10 districts in Ghor province (Charsada, Dawlatyar, Dolayna, Ferozkoh, Lal Wa Sarjangal, Murghab, Pasaband, Saghar, Shahrak, and Tolak districts), as well as eight districts in Faryab province (Almar, Bilcheragh, Chehlgazi, Dawlatabad, Khaibar, Maimana, Pashtun Kot and Qaysar districts). While assessments are ongoing for both provinces, initial reports indicate the large-scale floods have resulted in the deaths of at least 120 people with hundreds more people missing and extensive damage to private properties and civilian infrastructure. Humanitarian partners and local authorities anticipate the number of casualties will increase significantly as search and rescue efforts continue amid reports that people may be trapped under collapsed buildings. In northern Afghanistan, the initial flooding on 17 May in Faryab province reportedly affected around 560 households followed by a second wave of flooding on 18 May which affected approximately 1,300 households across eight districts. (OCHA, 20 May 2024)Humanitarian partners are ramping up response efforts following 10 and 11 May heavy rainfall and flash floods in Baghlan, Badakhshan and Takhar provinces that affected more than 60,000 people. Across the region to date, approximately 7,800 homes have been confirmed as either destroyed or damaged leaving over 5,000 families displaced according to the Afghan Ministry of Refugee and Repatriation (MoRR). Across the three provinces, MoRR reported 347 people were killed and 1,651 injured due to floods. (OCHA, 22 May 2024)To date, 225 people have been confirmed killed (137 in the northeastern, 80 in the northern and eight in the western region); more than half of the deaths occurred in Baghlan Province alone. A further 217 people have been wounded. So far in 2024, more than 119,160 people have been affected by heavy rainfall and flash flooding across 32 provinces. (OCHA, 6 Jun 2024)On 23 June, two landslides occurred in Paktia province in eastern Afghanistan, one in Orgor village in Saskani district and another in Wazi Zadran, causing casualties and damage. According to media reports, as of 25 June, a total of 12 people died, of whom seven in Orgor village and five in Wazi Zadran district. (ECHO, 26 Jun 2024)Flash floods were reported in Guzargah district of Baghlan Province on 27 June, affecting two villages and destroying/damaging an estimated 150 homes, underscoring pervasive vulnerability to floods in this region. Access has been largely restored across affected areas, however the recent flash flood on 27 June has rendered some areas unreachable by responding agencies. [...] Similarly, some areas in the Western region continue to remain inaccessible due to road conditions. Widespread damage to public infrastructure continues to be reported, including to roads, health centers, water networks, and education facilities. Moreover, more than 2,200 acres of land have been damaged in the Western region, while over 5,500 individuals supporting their families have lost access to livelihoods in the Northern and Northeastern regions. (UNHCR, 2 Jul 2024)On 15 July, heavy rainfall and thunderstorms affected eastern Afghanistan, particularly Nangarhar and Kunar provinces, causing flash floods and leading to casualties and damage. According to media, at least 35 people died while 350 others were injured in Nangarhar province. In the neighbouring Kunar province, five people died following floods in Asadabad city and in Asmar district. (ECHO, 16 Jul 2024)The humanitarian impact is increasing following the flash flood events that affected the eastern provinces of Nangarhar, Kunar, and Laghman. According to Save the Children and media, the death toll reached 40 people while 350 others have been injured. In addition, 1,500 children have been displaced and 400 houses have been destroyed. Infrastructure damage has been also reported to telecommunications networks and several roads have also been blocked, making it difficult to access affected areas. (ECHO, 17 Jul 2024)To date, the number of reported casualties has increased to 58 fatalities and 380 injured. So far, joint assessment teams (JATs) have assessed 1,925 affected families across Nangarhar, Kunar, and Laghman provinces; further assessments are ongoing. The number of tents destroyed in the Omari camp near the reception center at the Torkham border crossing point has increased from 400 to 550. Severe damage has also been sustained to water, sanitation and hygiene (WASH) facilities. (OCHA, 21 Jul 2024)",https://reliefweb.int/disaster/fl-2024-000038-afg
Iraq: Floods - Mar 2024,"Flash floods caused by heavy rainfall swept through Iraq’s Dohuk governorate on Tuesday 19 March. As per the Civil Defense Directorate spokesperson, heavy rains caused water inundation across the city, leading to transportation disruptions, and raising concerns about potential floodings, as forecasted by the regional meteorology department. In addition, the mudslides rush down to the roads and Duhok city suffers severe floods. This is caused by the receiving of 80 mm rainwater on Thursday in many districts across the KRI, and more rains are forecasted in the country. Current torrential rains and flooding also caused damage to pavements and road infrastructure. According to the authorities, 16 villages are affected by the floods and have been cut off from the main city due to the blockage of roads. Government authorities are responding and evacuating residents in areas prone to landslides and flash floodings. Heavy floods have also been reported in Erbil city.The provinces of Diyala, Wassit and Maysan, due to their proximity to neighbouring Iran, also witnessed flooding in the past. The current rain spell resulted in small scale losses due to the flow of floods in the outskirts of Diyala governorate, Baldrouz and Al-Muqdadiyah provinces, where two families are affected. In Maysan, the torrential rains continue and floods flow in the outskirts of the province in rural areas. [...] Based on the initial assessment as reported by the Iraqi Red Crescent Society, an estimated number of 921 households were affected in Dohuk and Erbil governorates. (IFRC, 03 Apr 2024)Heavy rainfall affected eastern Iraq, in particular the Diyala and the Maysan governorates, on 1-2 May, causing floods and flash floods that have resulted in casualties and damage. As of 5 May, according to Iraqi Red Crescent (IFRC), at least 600 people have been affected by floods, of whom 516 people in Kishkool and Al-Salam regions in Diyala governorate, and 84 people in Maysan governorate. Over the next 48 hours, more rainfall is forecasted over the north-eastern part of Iraq. (ECHO, 6 May 2024)",https://reliefweb.int/disaster/fl-2024-000035-irq
Argentina: Floods - Mar 2024,"In the early hours of 3 March the Capital Department of the Province of Corrientes experienced a deluge of intense and prolonged rainfall, totaling over 300 mm within a span of less than 12 hours. This event set a historical record for the city and resulted in significant impacts in the City of Corrientes, including flooded streets and numerous homes submerged. The flooding affected a vast majority of the community, both in urban and suburban areas. Many households experienced water ingress ranging from 20 cm to 2 meters, even in the urban core. Although approximately 90% of the affected areas have been drained, initial recovery efforts are focused on cleaning, disinfection, and recovering lost belongings, a process expected to take several days in some instances. Particularly vulnerable areas such as the neighborhoods of Ciudades Correntinas, Quintana, Río Paraná, Anahí, La Olla, Ponce, Jardín, San Ignacio, Santa Rita Sur, Esperanza, and Molina Punta continue to face challenges due to geographical location, pre-existing drainage issues, and high levels of vulnerability. In the initial hours of the event, the local emergency response system encountered difficulties reaching affected areas due to the severity of the storm. However, rescue efforts intensified throughout the day, mobilizing more than 2,500 individuals, including municipal personnel, Civil Defense teams, federal forces, civil society organizations, and with support from the Argentine Red Cross. It is estimated that approximately 5,000 people have evacuated voluntarily, with 996 individuals relocated to temporary shelters. Although the number of evacuees has gradually decreased, some individuals still remain in official temporary shelters as of March 7. Meanwhile, many families have begun returning to their homes or seeking accommodation with relatives and neighbors.  (IFRC, 18 Mar 2024)",https://reliefweb.int/disaster/fl-2024-000027-arg
Algeria: Floods - Feb 2024,"On February 29th, 2024, the Wilaya of Jijel experienced significant flooding incidents due to the heavy rainfall, in two specific areas: the AADL residencies and Al Ansar Daira. These incidents exacerbated existing challenges caused by the said heavy rainfall, as well as the fact that the areas are situated next to a valley that increased the damage with the high level of waters, and weak infrastructure in the most affected area. Roads in the affected areas were blocked by floodwaters, as well as commercial buildings and offices impeding transportation and causing disruptions to daily life. Additionally, the infrastructure sustained notable damage as a result of the flooding. Efforts to address the situation and provide assistance to affected residents were underway by the ARC, with authorities working to clear the blocked roads and damaged infrastructure. (IFRC, 15 Mar 2024)",https://reliefweb.int/disaster/fl-2024-000024-dza
Malawi: Floods - Feb 2024,"Heavy rainfall had been affecting the central part of Malawi since the last week of February, causing flooding and resulting in casualties and damage. As of 6 March, media reported six fatalities, four injured people and more than 14,000 displaced people in Nkhotakota District, in Central Region, due to flash floods. In addition, several areas were isolated due to flooded roads and several infrastructures were damaged.  (ECHO, 6 Mar 2024)Between 27th February and 1st March 2024, Nkhotakota and Karonga districts experienced prolonged heavy rains that caused flooding of several rivers; 28,285 people (2280 households) need WASH services; 11,169 people (2115 Households) are in IDP camps while 17,116 are their homes in Nkhotakota district. Five boreholes and 979 taps were affected in Nkhotakota while 15 water sources (13 shallow wells and 2 boreholes) were affected in Karonga district. Immediate maintenance and rehabilitation of piped water supply system remain critical especially at Dwangwa town as well Nkhotakota Boma. Sanitation and Hygiene promotion remain critical in all camps to prevent disease outbreak. WASH Partners continue to provide humanitarian support to the affected population in all the affected districts. (UNICEF, WASH Cluster 15 Mar 2024)Flash floods hit Malawi’s Nkhotakota district after incessant rains in the region, leaving affected areas inaccessible by road due to widespread damage to infrastructure. The floods left six people dead and has displaced thousands of others in Malawi’s central region last week. Torrential rains also affected Karonga district in northern region. This development comes a year after Cyclone Freddy ripped through Malawi and neighbouring Mozambique and Madagascar, killing more than 500 people, mostly Malawians. More than 14 000 people have been affected in the latest bout of floods. (WHO, 20 Mar 2024)On Saturday, 23rd of March, President Chakwera declared a State of Disaster in 23 out of 28 districts affected by El Nino conditions, citing inadequate rains, floods, and prolonged dry spells that severely damaged crops and food production because of climate change and the current El Nino season during the current rainy season (October 2023 to March 2024).As per preliminary assessments, nearly two (2) million families have been affected. Floods have affected 92,600 people in eight (8) districts, of which 63,932 were displaced from their homes and had to seek temporary shelter in camps as of 31 March. The floods have particularly impacted the district of Nkhotakota, where more than 80,000 people were affected and over 10,500 displaced. Also, in Nkhotakota, more than 18,700 learners (9,280 boys and 9,517 girls), including 109 with disabilities, were affected by the floods in 24 schools (20 primary and two secondary schools). In 12 schools, out of 44 classrooms, 12 were occupied by people displaced by the floods, thus disrupting learning.  (UNICEF, 24 Apr 2024)152,910 people (33,980 households) were affected by floods in Nkhotakota. 10,529 people were rendered homeless and sheltered in 12 camps in Nkhotakota. Affected areas included Kanyenda, Mphonde, Malengachanzi, Kalimanjira, Kafudzira, Nkhanga and Mwadzama Traditional Authorities, with Kanyenda and Mponda being worst affected, Currently, Nkhotakota has four active camps out of 12 established camps in March, in TA Kanyenda and Mponda. 4,555 people were affected by floods in Karonga district. 516 displaced sheltered across five camps and the remaining displaced
people were sheltered at their relative's houses or established temporary shelters in the Karonga district.  (UNICEF, 28 May 2024)",https://reliefweb.int/disaster/fl-2024-000031-mwi
Pakistan: Floods - Feb 2024,"On 27 February, torrential downpours were recorded in Gwadar, submerging several areas, including Gwadar city and Sarabandan. Gwadar district has declared a state of emergency while rescue operations are underway. The Meteorological Department recorded rain across various locations in Balochistan, with Gwadar receiving the highest amount at 58 mm. So far, no casualty has been reported. Continued rain was seen in northern Balochistan and coastal areas until 28 February, which was followed by strong winds and rains, triggering province-wide heavy rains until 2 March. (ECHO, 29 Feb 2024)Persistent heavy rains since 27 February in northern Balochistan continue to cause damage and casualties. The National Disaster Management Authority reported, 250 houses damaged, three children died, and 21 individuals injured. The emergency continues at the southwestern coast of Balochistan including Gawadar, Jewani, and Ormara. Government authorities, army, and paramilitary are engaged in rescue, relief and dewatering of urban flood water from houses. The Balochistan government closed schools until 7 March. Assessments are underway to determine the extent of the damage. [...] Sindh also declares emergency in Karachi division and is observing the situation. (ECHO, 1 Mar 2024)Heavy rainfall and strong winds have been affecting north-western Pakistan, Khyber Pakhtunkhwa Province and south-western Pakistan, Baluchistan Province over the last 48 hours, causing floods, landslides and several severe weather-related incidents that have resulted in casualties and damage. Provincial Disaster Management Authorities from Khyber Pakhtunkhwa province reported 35 death, 43 injured, 46 houses fully damaged, 346 houses partially damaged, and 15 other infrastructures partially damaged including 2 schools. Provincial Disaster Management Authorities from Balochistan reported 5 deaths, 82 fully damaged houses and 155 partially damaged houses. In addition, the media also reported 50 injured people, around 700 damaged houses and several blocked roads across both Provinces. Some reports from Gwadar districts add 21 persons injured, 5 missing and 300 displaced. In Gilgit Baltistan, heavy rains and snowfall started on the evening of 1 March triggered landslides blocking Karakoram Highway blocking at multiple locations. Rescue operations are underway by the Army and civil armed forces. (ECHO, 5 Mar 2024)The humanitarian impact is still increasing in Khyber Pakhtunkhwa Province, north-western Pakistan following heavy rainfall, and heavy snow. According to the Provincial Disaster Management Authorities of Khyber Pakhtunkhwa (PDMA), the number of fatalities reached 40 people while 62 others have been injured, 80 houses have been destroyed, 554 damaged as well as two schools. (ECHO, 6 Mar 2024)Heavy rainfall and heavy hailstorms have been affecting north-western Pakistan (in particular the Khyber Pakhtunkhwa Province) since 31 March, triggering landslides and causing floods and a number of severe weather-related incidents (particularly due to hailstorms). Media report, as of 3 April, ten fatalities, 12 injured people and several damaged houses across seven districts in the Khyber Pakhtunkhwa Province: Peshawar, Nowshera, Shangla, Bannu, Khyber, Charsadda and Bajaur (the latter being the most affected). (ECHO, 3 Apr 2024)Between 12 and 15 April, persistent heavy rains and lightning resulted in the tragic loss of 42 human lives, with over 50 people sustaining injuries and more than 300 houses damaged across Pakistan. According to reports from the Provincial Disaster Management Authority (PDMA), Khyber Pakhtunkhwa recorded 21 fatalities, 32 injuries and damage to over 300 houses, along with loss of livestock and property damage. The provincial Government declared flood emergency in 14 districts for the provision of relief and restoration of communication networks and water supply. In Balochistan, eight fatalities, Eight injuries, and damage to 22 houses were reported and infrastructure damage. The provincial Government declared urban flood emergency in Quety City due to continuous rains. Provincial Disaster Management Authority (PDMA) Punjab reported 13 fatalities and five injuries. The Pakistan Meteorological Department has forecasted further adverse weather until 20 April, advising provinces to maintain vigilance during this period. (OCHA, 16 Apr 2024)According to UN OCHA, as of 21 April, 99 people died (63 in Khyber Pakhtunkhwa, 21 in Punjab and 15 in Balochistan), 94 others have been injured, 3,500 houses have been damaged and destroyed, as well as 464 schools. In addition, on 22 April, the Provincial Disaster Management Authority (PDMA) of Khyber Pakhtunkhwa reported another fatality, seven injured people and 177 damaged/destroyed houses across eight districts of the province due to severe weather. (ECHO, 23 Apr 2024)Pakistan experienced continued floods due to heavy rainfall from April 12-28, primarily affecting Khyber Pakhtunkhwa (KP) and Balochistan provinces. The toll has risen to 117 fatalities and 139 injuries, with extensive damage reported including 464 schools, over 5,800 houses and more than 700 livestock nationwide. UN Satellite imagery reveals that approximately 9,000 km² of land was affected by flood waters between April 20-24, 2024, with an estimated 1.5 million people potentially exposed or residing close to flooded areas in Pakistan. (OCHA, 30 Apr 2024)",https://reliefweb.int/disaster/fl-2024-000020-pak
Iran: Floods - Feb 2024,"Due to heavy rainfall and a severe cold wave starting from Monday, February 26th to the present day, March 8th, 2024, 844 villages, 14,725 households, and 63,343 individuals were severely affected across Sistan and Balouchestan provinces by the devastating floods. Over 3,000 hectares of farmland and banana gardens have been destroyed particularly in Konarak, Chabahar, and Dalgan. With 500 villages rendered inaccessible and 9 dams overflowing, the scale of destruction is profound, with over 20,000 homes damaged and vital power and drinking water networks disrupted in more than 520 villages. The rural communities, notably the 26,640 nomadic households, are among the most affected and vulnerable. So far, 258,387 people across 16 counties namely Khash, Sib-o Soran, Fanuj, Iranshahr, Mirjaveh, Nikshahr, Dalgaan, Chabahar, Saravan, Zahedan, Nimroz, Sarbaz, and Mehrestan have been affected. (IFRC, 21 Mar 2024)Following the heavy rainfall that has been affecting south-eastern Iran causing floods and river overflow, the number of casualties and damage is increasing. According to media reports, as of 23 April, 10 people died due to floods, at least 3,000 people have been displaced in evacuation centres, and more than 46,000 people have been affected. In addition, more than 2,000 houses have been damaged by floods and hundreds of villages have experienced power outages across Sistan and Baluchistan Province. (ECHO, 24 Apr 2024)As affected households grapple with displacement, 5,176 individuals find themselves living in makeshift tents, having lost virtually all possessions beneath layers of mud. (IFRC, 02 May 2024)Heavy rainfall has been affecting north-eastern Iran, in particular the Razavi Khorasan Province, bordering with Turkmenistan and Afghanistan, since 15 May, causing floods and flash floods that have resulted in casualties and damage.Media report, as of 17 May, seven fatalities, 12 people still missing, approximately 250 displaced families and around 150 damaged houses across the area of the Mashhad city, the second largest city of the country. More flooded houses were also reported in eight villages across the Razavi Khorasan Province. (ECHO, 17 May 2024)",https://reliefweb.int/disaster/fl-2024-000019-irn
