disaster,description,url
Somalia: Floods - Oct 2015,"Parts of northern Somalia and areas along the Juba and Shabelle River basins in Somalia have experienced heavy rains following the start of the Deyr rains on 7 October. Cumulatively, more than 90,000 people have been affected since 23 October. Hereof, an estimated 42,000 people have been displaced as a result of the flash floods and river flooding in Bakool, Bay, Lower and Middle Juba, and Middle Shabelle regions. Some people have returned to their villages in areas where water levels have receded, Humanitarian partners are distributing food, health and water and sanitation supplies in areas most severely affected. (OCHA, 11 Nov 2015)During the week that ended on 7th December 2015, there was a further reduction of rainfall activities in most areas of Juba and Shabelle basins inside Somalia as well as the Ethiopian highlands compared to the previous week. However, a few areas in Lower Shabelle region recorded moderate rains which led to river floods and flash floods towards the end of the week. Map ‐ 1 shows the total satellite Rainfall Estimates (RFE) for the same reporting period while Map –2 shows the rainfall forecast for coming weekSatellite rainfall estimates also indicates reduction of rainfall amounts during the same period within the Juba and Shabelle basins. The rainfall forecast for the coming week indicates a possibility of moderate rains in Lower Juba and Lower Shabelle regions.The risk of flooding in the lower reaches of Shabelle changes to minimal given the rainfall forecast for coming week and the decline of river levels in the last one week. The flood risk level for Juba changes to minimal during the coming week. (SWALIM, 8 Dec 2015)",https://reliefweb.int/disaster/fl-2015-000145-som
Belize: Floods - Oct 2015,"On Sunday, 18 October 2015 at 6:00 a.m., NEMO reported that an area of low pressure moved away from Belize, causing heavy rainfall across the country and affecting Belize City in particular, where residents were affected by localized flooding; the heavy rains began on 15 October.This system continued to produce heavy rainfall across coastal, northern and western Belize throughout the night and into Monday, 19 October, causing severe flooding in Belize City and other parts of the country...The Belize River levels have increased, cresting up to 2 feet above the road level, which has made many of the roads impassable.Additionally, another weak area of low pressure located in the Gulf of Honduras produced showers and thunderstorm activity across portions of Belize...This system further produced heavy rainfall across portions of Belize, northern Guatemala, and the Yucatan Peninsula. Between the two systems, Belize received a total of 28 inches of rain over a period of 5 days. Official assessments are ongoing...it is estimated, that several hundreds of families were affected.Some houses lost roofs and were severely damaged by water, and families lost their household items. (IFRC, 2 Nov 2015)Mid-November the rising water levels were still a matter of concern (Gov't of Belize, 17 Nov 2015)",https://reliefweb.int/disaster/fl-2015-000151-blz
Typhoon Koppu - Oct 2015,"In the afternoon of 14 October 2015, Typhoon Koppu (known locally as ""Lando"") entered the Philippine Area of Responsibility. A total of 72 families, or 219 people, have been pre-emptively evacuated in the Province of Isabela (Govt, 17 Oct 2015).Typhoon Koppu made landfall in Casiguran town in Aurora province on 18 October, weakening from a Category 3 to Category 1 strength. Some 14,300 people have evacuated to 108 evacuation centres. (OCHA, 18 Oct 2015)The government reported at least 46 deaths, 82 injured and 5 missing from the storm. More than half a million people have evacuated, of which 108,700 people are in 424 evacuation centres. (OCHA, 23 Oct 2015)Government-led relief efforts are transitioning to recovery operations three weeks into the response to Typhoon Koppu (known locally as Lando). Flooding is receding in all areas according to the Philippine Red Cross. (OCHA, 6 Nov 2016)",https://reliefweb.int/disaster/tc-2015-000143-phl
Guatemala: Floods and Landslides - Oct 2015,"Heavy rains in Guatemala on  6 Jun 2015 resulted in floods and landslides, affecting more than 8,000 people in the departments of Guatemala and Sacatepéquez. (Gov. of Guatemala, 7 Jun 2015)On 13 June, authorities also reported about 1,500 people affected and 109 houses damaged by floods in the departments of Escuintla, San Marcos and Suchitepéquez.  (Gov. of Guatemala, 7 Jun 2015)Early August, the overflow of the Semuch river in the department of Izabal led to the declaration of orange alert. (Government of Guatemala, 6 Aug 2015)
The National Coordinator for Disaster Reduction undertook a damage assessments and needs analysis in the area and report 8,291people affected, about 1,109 were evacuated, and 2 went missing. (OCHA, 10 Aug 2015)Late September around 155,205 people were affected by torrential rains that caused mudslides,
landslides and flooding. Since the rainy season started in April, reports indicate 229 incidents or emergencies, 431,129 people affected, 6,168 evacuated, 3 missing persons, 8 deaths and 3,230 houses damaged. (OCHA, 28 Sep 2015)On 1 October 2015 at 21:30 hours in the neighbourhood of El Cambray II, Santa Catarina Pinula municipality in Guatemala, a massive landslide devastated an area of approximately 160 lineal meters caused by heavy rains. Preliminary information indicates 600 people are missing, 12 people have been found dead and more than 100 homes buried. The National Disaster Risk Reduction Coordination Office (CONRED) reports this area has been declared high risk since 2008. (IFRC, 3 Oct 2015)On 13 October the authorities declared a red alert in El Cambray II, municipality of Santa Catarina Pinula, department of Guatemala, following the deadly landslide that left 274 dead and 353 people missing. (OCHA, 13 Oct 2015)Rains that occurred between 25-29 October triggered floods in the departments of Escuintla, Retalhuleu and Suchitepéquez, affecting around 2,325 people and causing damage to hundreds of houses. (Gov't of Guatemala, 30 Oct 2015)Mid-November, more than 4,000 people were affected by floods caused by heavy rains in the departments of Petén and Alta Verapaz. (Gov't of Guatemala, 19 Nov 2015)Heavy rainfall affected northern, eastern and south-western Guatemala in late November. Consequent to the rain, the national disaster management authorities reported overflow along sections of the rivers Polochic, La Pasión and Samalá, affecting more than 2 900 people in the departments of Alta Verapaz (river Polochic) and Petén (river a Pasión), as well as in the department of Retalhuleu (river Samalá) in south-western Guatemala. Suchitepequez has also experienced damage from rain and river overflow. Worst affected is the municipality of Panzós in Alta Verapaz, where 12 communities were flooded, as of 25 November. (ECHO, 27 Nov 2015)The departments of Izabal and Quiché were affected by rainfall during the weekend of 19 December. According to reports, 553 people were affected and 113 homes were damaged. (PAHO, 23 Dec 2015)The government indicated that during 2015 floods and landslides caused by heavy rains affected some 767,000 people and prompted the evacuation of 13,869. Seventy-three people went missing, while 290 passed away. More than 10,000 houses were damaged. (Gov't of Guatemala, 5 Jan 2016)Mid-January the Government indicated that due to the El Niño phenomenon, the temperatures may increase, causing a reduction in rainfall. (Gov't of Guatemala, 12 Jan 2016)
Early February farmers were concerned the abundant rains may destroy their crops and asked the government for their help. (RedHum, 2 Feb 2016)",https://reliefweb.int/disaster/ls-2015-000138-gtm
Sri Lanka: Floods and Landslides - Sep 2015,"Continuous heavy rain since mid-September 2015 in the southern regions resulted in floods and landslides, causing eight deaths and nine injuries. Over 7,300 people are affected by adverse weather conditions in 4 districts and 450 houses were partially damaged and 151 houses were fully damaged. A total of 344 people remain displaced in welfare centres due to flood and landslide situation. (OCHA, 5 Oct 2015)As of 30 Nov, over 52,500 people are affected by flooding in Jaffna District, Northern Province. Over 320 people are displaced due to high risks of landslides in Badulla District. While conditions in flood-affected districts are improving, the Department of Irrigation reports 18 out of a total 72 major reservoirs are overflowing. With the onset of the Northeast monsoonal rains, floods are expected to trigger continued reservoir overflowing and spill gates will be released to manage water levels. Local disaster management authorities remain on high-alert. (OCHA, 30 Nov 2015)The Sri Lanka Red Cross Society (SLRCS) is responding to various emergencies as a result of adverse weather conditions in most parts of Sri Lanka. 138,676 people living in 14 districts, mostly in the north are affected by floods, landslides and heavy rains...In Jaffna, the most affected district, the SLRCS branch volunteers has been assisting in evacuation and coordination with Government Authorities to ensure people affected are brought to safety. Over 86,000 people living in 9 divisional secretariats are affected from this emergency...In Kilinochchi the SLRCS branch has provided non food relief items. There are over 1,500 families housed in temporary camps within the district limits...
Meanwhile in Mullativu, over 2,700 families were affected from flash floods and have been moved to temporary camps  (Sri Lanka Red Cross Society, 19 Nov 2015)",https://reliefweb.int/disaster/ls-2015-000135-lka
Sierra Leone: Floods - Sep 2015,"Sustained heavy downpour of rain from the 5 to the 6 September 2015 (48 hours) burst river banks and caused destruction in eight communities in Bo and two in one Chiefdom in Pujehun District in southern Sierra Leone. The overall population in the three chiefdoms in Bo District is 8,695 of which 2,630 were directly affected losing properties and being exposed to rain with no appropriate sanitation and some evacuating and taking shelter in nearby schools. The number of people affected by the floods in Bo District is 2,630 in 239 household heads with 463 males 614 females, 645 boys, 607 girls and 301 children under five years. A total of 339 houses are reported destroyed. Pujehun District has 272 persons affected by floods with 41 household heads affected losing 16 houses.The affected communities have been inaccessible and aid has not reached the vulnerable persons for more than the standard response time creating high risk of epidemic outbreaks of Acute Watery Diarrhoea due to contaminated water sources. It has been reported that one person drowned during the floods. (IFRC, 18 Sep 2015)2015 and 2016 are predicted as El Nino years and Sierra Leone is one of the countries that will be affected by this weather phenomenon making the country much wetter than it already is. (FAO, 23 Sep 2015)In October, a request for an additional allocation of CHF 196,950 was issued to enable the expansion of the activities planned in the IFRC Plan of Action to the Bonthe, Freetown and Port Loko following worsened floods in these areas. In total, 24,303 people (4,051 families) will be reached through the operation. (IFRC, 12 Oct 2015) UNICEF continued its operations in flood-affected areas with a focus on WASH and nutrition (UNICEF, 28 Oct 2015)The resources of the government are already overstretched by the Ebola response and they have clearly indicated to development partners that they will need their timely support and assistance in responding to the disaster to avert further human suffering. (AfDB, 26 Nov 2015)",https://reliefweb.int/disaster/fl-2015-000131-sle
Nigeria: Floods - Aug 2015,"Heavy rains, compounded by the breakdown of dams in some states, have caused floods in 11 states across Nigeria in August and September of this year. According to the National Orientation Agency (NOA), a total of 53 people died, and 100,420 have been displaced. The floods have affected 11 States across the country, to a greater or lesser degree: Adamawa, Anambra, Benue, Delta, Kaduna, Kebbi, Niger, Ondo, Sokoto, Taraba and Zamfara. Homes and other buildings have been swept away, and agricultural areas flooded. (OCHA, 10 Nov 2015)",https://reliefweb.int/disaster/fl-2015-000155-nga
Niger: Floods - Jul 2015,"Since late July 2015, floods caused by heavy rains have affected more than 20,000 people in the regions of Agadez, Dosso, Maradi, Niamey, Tillabéry, Tahoua and Zinder. Zinder was the most impacted by the disaster, with 35% of its population affected by the floods. (OCHA, 14 Aug 2015)As of early September, the floods in seven central and southern regions have affected 52,000 people and killed 22. They left 7,450 displaced people and 5,019 buildings destroyed. (OCHA, 2 Sep 2015)By late September, the floods have affected 87,037 people and destroyed 6,607 homes. Dosso is the worst-affected region, while the city capital Niamey is at particular risk of further flooding. (ACAPS, 22 Sep 2015)As of 17 Sep, more than half of the affected households had received some kind of assistance. The contingency plan indicate that some 135,000 people could be affected by floods in 2015. (OCHA, 30 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000123-ner
Burkina Faso: Floods - Aug 2015,"On the first week of August 2015, 20,000 people were affected by heavy rains and flooding in and around Burkina Faso’s capital Ouagadougou. More than 3,700 were left homeless, their houses reduced to piles of mud and debris. Making matters worse, more than 64 tonnes of cereal harvests and livestock were carried away by the floods. (IRIN, 7 Aug 2015)By mid-August 2015 24,354 people (3,080 households) had been affected by heavy winds and floods in seven regions of Burkina Faso. The most affected areas were Bissighin and Kilwin neighbourhoods in the capital Ouagadougou (Centre region), and Dallo department (Centre Ouest region). 1,184 people were also affected in Wendpoli in the Sahel region, where food insecurity is high. Significant property damage was reported, as well as food stocks and other material having been carried away by the floods. Rains are expected to continue until the end of August, and gaps have been identified in the response for food security, health, rehabilitation and protection. (ACAPS, 19 Aug 2015)As of early September, eight people have been killed, 54 wounded and 28,781 people affected by flooding and strong winds. Forty per cent of the affected people are children. More than 2,428 people
displaced from their homes are being sheltered in schools. The authorities are identifying
alternative shelter before the beginning of the school year.  (OCHA, 28 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000106-bfa
Argentina: Floods - Aug 2015,"On 4 August 2015, intense storms and flooding were monitored in the central and north-eastern parts of Argentina. The intense rainfall and storms continued the following day in the province of Buenos Aires. The rainfall caused river levels to rise, which led to flooding in Lujan, San Antonio de Areco, Campana, Salto, Chacabuco, Chivilcoy, Pilar, Mar del Plata, Quilmes, La Plata, Berisso, Zarate, Mercedes, San Andres, Santos Lugares, Pergamino, Junin, Pila, Arrecifes and Venado Tuerto. Approximately, 6,184 people were evacuated and 5,000 people self-evacuated. According to the Buenos Aires Provincial Directorate for Civil Defense, this emergency has affected more than 50,000 people in the province. (IFRC, 26 Aug 2015)On 31 August, the government announced that 64 districts in the Buenos Aires province would be declared in agricultural emergency after being severely impacted by the floods. (La Nación, 1 Sep 2015)On the first week of September, about 1,500 households were affected by heavy rain and hail in Puerto Iguazú, close to the Brazilian border. (Gov't of Argentina, 8 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000110-arg
